NEWID,FINATXEM
05428661,229947
05428691,58142
05428701,6000
05428731,84684
05428753,69087
05428761,25173
05428781,161835
05428791,74548
05428801,179574
05428811,41564
05428844,6360
05428851,192168
05428871,56194
05428881,296680.6
05428921,47252.6
05428931,39264.4
05428941,109223
05428961,48325.8
05428971,217170
05428981,48242.2
05429003,111956
05429031,14857
05429071,60605.2
05429111,21752
05429121,98223
05429131,14953
05429141,51961
05429151,66726
05429201,68581
05429241,120953
05429261,57753.8
05429301,37902.6
05429311,72453
05429321,176283.6
05429331,81995
05429351,135746.2
05429361,57215
05429391,39908
05429401,50449
05429431,43459.4
05429491,233941.6
05429581,12410
05429591,43685.6
05429601,55688
05429621,15673
05429691,6000
05429701,29939
05429771,57549
05429791,50282
05429803,23835
05429831,63486.8
05429851,21059
05429861,71007
05429871,222300.4
05429881,60412
05429901,35988.2
05429963,77822.4
05429991,29664
05430001,47758.2
05430051,4381
05430061,93553
05430071,143506
05430121,117931.3
05430151,28301.2
05430161,18469.2
05430174,13007.2
05430191,67148
05430241,225309.4
05430254,415614.2
05430261,40363
05430271,11280
05430291,99740
05430301,34145.6
05430311,82595.8
05430321,68902
05430331,108992.2
05430344,51304
05430361,13619
05430381,143208.8
05430421,62233.2
05430431,13229.2
05430451,40118.8
05430471,42707.2
05430491,98382
05430521,6272
05430581,80417.8
05430602,49932
05430611,119969.6
05430621,14626
05430641,43630
05430681,78967
05430701,226780.2
05430712,42234.6
05430731,54231
05430741,127368.6
05430751,36143
05430761,131622.2
05430821,50579
05430871,244625.4
05430891,147336
05430901,151363.2
05430911,117327
05430951,32244
05430961,81377
05431001,58950.6
05431022,4524.8
05431061,59540
05431081,82521
05431101,129940.4
05431111,121148
05431181,135979
05431201,95248.2
05431211,86338
05431261,39658
05431301,77495.4
05431341,76131
05431391,68605
05431471,66809
05431511,169436
05431561,46208.6
05431571,122001
05431601,110493.2
05431621,66119
05431631,158532.6
05431661,121604.4
05431731,103934
05431741,29320.6
05431751,1340
05431761,32298
05431791,95123.6
05431801,28921.6
05431841,43610
05431881,112014
05431931,114518
05431951,13259
05431961,24131
05431971,15962
05432011,29738
05432031,120545.4
05432041,139150.4
05432061,162424.8
05432071,54411
05432081,66239
05432091,129148.6
05432101,25239
05432161,189265.4
05432171,190685
05432181,28074
05432191,115168.6
05432221,157647
05432231,160280
05432251,95519
05432261,88247
05432321,234699.4
05432331,914
05432351,159882
05432361,130816
05432381,207051
05432391,37304.6
05432401,53579
05432431,43729.2
05432451,127016
05432481,87943.8
05432491,107193
05432531,37453
05432551,80222.6
05432571,75360
05432581,21098.2
05432601,12694
05432632,85189.2
05432651,161847
05432681,58278
05432691,3479.8
05432701,157532.6
05432721,113063
05432751,299901.8
05432761,120925.8
05432851,130797
05432861,59848
05432891,23721.8
05432911,60613.8
05432931,157859
05432941,38927
05432981,75710.4
05432991,131263.8
05433021,230308.6
05433031,121116
05433061,76820
05433083,116887
05433121,72194
05433161,52758
05433171,23649
05433211,58468.8
05433231,59846
05433311,37541.2
05433321,71156
05433341,81048
05433351,93007
05433371,113230
05433381,48981
05433391,40405
05433441,106443
05433491,48753
05433521,66492.8
05433531,92801
05433541,74362.8
05433551,90175
05433561,32093.6
05433581,38233.4
05433591,78729.2
05433601,86495
05433631,54706.4
05433651,49122
05433661,310707.6
05433671,162588
05433701,213151.6
05433711,34222
05433721,240383
05433751,9289
05433761,78445
05433771,240342.6
05433781,195545.4
05433811,23461
05433931,67205.8
05433944,25002
05433961,37470
05433981,157968.8
05433991,51904
05434031,6950.6
05434041,421474.2
05434111,35469.4
05434131,70819
05434151,13320
05434171,62802
05434201,221887.6
05434231,37711
05434251,92267.4
05434291,46548
05434301,56601
05434311,1870
05434321,41079
05434351,162594.5
05434361,327856.6
05434371,26879
05434381,64365
05434391,108786.3
05434401,5115
05434411,85921.8
05434441,8068
05434471,47116
05434511,2940
05434521,19347
05434531,317151.9
05434541,93537
05434571,-160
05434633,192106.4
05434661,24085.6
05434671,5729.2
05434681,1519
05434691,28987
05434701,118760
05434724,75612
05434731,32699
05434741,280115.6
05434801,12877
05434811,324136.6
05434821,59691
05434841,3310
05434921,65960.4
05434931,98640.6
05434981,63166
05434991,227046.4
05435001,13464
05435014,56041
05435041,18779
05435101,16922.8
05435131,241773
05435163,70534.4
05435191,66515
05435241,40323
05435261,34702
05435291,71875.8
05435311,49316
05435321,252734.6
05435331,250954.6
05435341,8674
05435471,181957.6
05435581,96378.4
05435611,28406.4
05435631,34321
05435651,191518
05435681,104193
05435701,281238
05435721,31507
05435731,232854
05435761,143635
05435811,55241.4
05435841,28962.2
05435861,22140
05435893,5199.8
05435931,51645
05435951,13690
05435981,33399
05435991,28018.4
05436002,5059
05436021,154185.2
05436041,246629.2
05436051,60064.4
05436061,93314.2
05436081,39280
05436091,49378
05436111,1257
05436121,38342
05436131,69094.8
05436151,100972.2
05436181,15654
05436211,17988
05436221,26742
05436231,46000
05436241,52753.8
05436271,25294
05436291,73491
05436351,259992
05436361,77383
05436381,69657.4
05436421,108192.2
05436501,93876.8
05436521,31800
05436541,51824
05436561,193525.2
05436611,32528
05436631,85408
05436651,660
05436701,107968.8
05436741,419582.2
05436761,11279
05436781,29659
05436791,13601.2
05436801,145435.6
05436831,296979.2
05436851,46231
05436861,11440.4
05436891,60841
05436901,124977
05436931,26135
05436951,97044
05436981,505503.4
05437081,18179
05437091,57766
05437141,123198.3
05437171,109922
05437181,68948
05437224,94830
05437231,67362.4
05437261,121311
05437271,1728
05437281,167961
05437311,272207.6
05437341,8261.4
05437351,21961
05437381,146180.4
05437411,125392.4
05437421,67642.2
05437461,83158
05437481,122868.2
05437501,120833.5
05437551,43734
05437581,119500.2
05437601,37002
05437661,124553
05437681,40354
05437701,45979
05437761,35
05437781,52579
05437791,61378
05437801,58834.4
05437833,43934
05437852,15847.8
05437871,27487
05437921,23570
05437931,59758
05437941,168878
05437951,16379
05438001,37120.6
05438041,105266.6
05438091,49169
05438111,96706
05438131,37860
05438141,98708.6
05438161,78975
05438181,50873
05438221,143011
05438291,16266
05438301,17358.8
05438311,101045.4
05438321,95557
05438331,164097
05438381,47670
05438391,54891
05438441,327519.6
05438471,66338
05438491,427665.6
05438521,45263
05438541,101364
05438551,45113.2
05438561,88023
05438571,129896.8
05438624,31839
05438654,26801
05438671,44820
05438691,61109
05438781,29798
05438811,12600
05438831,28231
05438841,61392
05438861,78830.6
05438881,82873
05438971,76924
05439041,42271
05439101,154659
05439111,21192
05439122,5861.4
05439211,153004
05439221,31690.6
05439241,58488
05439264,44271.8
05439271,139444
05439361,114086
05439371,35568
05439391,108125.1
05439421,17325.6
05439451,19488.8
05439471,42380
05439501,49729
05439511,305003.6
05439531,113441.4
05439621,16379
05439631,48715
05439651,51208.4
05439701,85671
05439721,64633
05439731,56133
05439741,130485.2
05439801,65436.4
05439841,107197
05439851,25452
05439881,2400
05439901,91209
05439941,77797
05439993,19573.2
05440051,30881.2
05440151,77640
05440171,302190.6
05440181,320
05440232,17109.2
05440281,36358
05440311,78269
05440321,105148
05440361,89524
05440371,144668.6
05440381,246686
05440391,35301
05440451,36738
05440491,40680
05440501,24152
05440521,32500
05440541,252273
05440551,165902
05440561,23333
05440581,83611
05440621,52378
05440641,39244
05440651,205931.6
05440681,97223
05440701,35661
05440711,50117.4
05440733,69765
05440751,38331.8
05440771,12384
05440791,214943.6
05440804,13775.8
05440811,19731.6
05440871,71843
05440891,43877
05440921,13979
05440974,106805.2
05441014,24675
05441041,45900
05441081,193621
05441121,66800
05441151,72587
05441241,14412
05441251,175135
05441261,80781
05441281,30539
05441291,124334
05441321,73751.4
05441341,70860.8
05441351,179232.2
05441381,49978.6
05441391,147732
05441401,20216
05441411,5383
05441441,152988
05441451,74926.8
05441461,48844
05441471,75475
05441481,52733
05441531,62694.4
05441541,84254.2
05441551,49794
05441571,66841.8
05441591,44271
05441604,7500
05441631,38494
05441641,67191.4
05441681,73233
05441691,225265.6
05441751,151649.4
05441771,86471.6
05441821,22672.8
05441871,118574
05441911,71883.6
05441931,16340
05441961,229315
05441971,255951.9
05441981,34208
05441991,70841
05442001,50358
05442011,62388.8
05442041,81125.4
05442051,39547
05442131,137416.7
05442161,126698.3
05442181,144163.4
05442241,40962.4
05442271,15272
05442281,245168.7
05442311,4758
05442341,62278
05442441,45751
05442451,41158
05442484,151027.6
05442501,35371
05442521,287893.6
05442571,126605.2
05442611,159941.8
05442631,167103.9
05442651,147199
05442671,140987.4
05442721,38524.8
05442751,63538
05442891,29292
05442911,34648.8
05442931,95129
05442951,32631
05442971,4840.6
05442981,148412
05442991,329295.6
05443031,74422.4
05443041,85836
05443111,41206
05443161,203988
05443191,45174.4
05443201,87079
05443241,29157.4
05443281,228042.6
05443341,206682.2
05443353,77217.2
05443371,83730
05443381,45075
05443391,70324
05443401,72730
05443411,9561
05443451,78942.2
05443461,41494
05443471,236131.6
05443491,134370
05443521,58172.4
05443531,16379
05443541,19767
05443561,49610.4
05443631,86022
05443671,56211
05443691,29000
05443721,70071
05443761,13200
05443781,15858
05443801,116599.3
05443811,68497
05443821,102490
05443831,91527
05443841,22379
05443861,60345
05443881,60386.8
05443891,12392.6
05443901,1808
05443931,157623
05443971,289216.6
05443991,67708
05444011,134084
05444041,266959.2
05444061,199140
05444071,102500.2
05444261,21617
05444291,42599
05444321,186445
05444331,20939
05444341,14940
05444391,2765
05444421,44342.4
05444431,60712.6
05444451,33186
05444481,41532
05444521,6274
05444571,46329.8
05444651,11200
05444681,255406.2
05444701,35352
05444731,115490
05444751,153547.4
05444761,10960
05444791,87783
05444821,63122.8
05444831,63338
05444851,86463
05444881,22256
05444901,95054
05444911,27295
05444931,51509.2
05444951,95751
05444981,202243.2
05445001,108926
05445051,50110
05445071,134598
05445091,178856
05445101,19675.2
05445114,188676.2
05445121,31400
05445181,32664
05445224,42288
05445231,334528.6
05445241,24119
05445261,20264
05445301,191341
05445331,219556.6
05445441,3408
05445481,32161
05445531,126557
05445541,68574.6
05445571,325311.3
05445581,91537
05445593,95734
05445601,224900
05445641,40490
05445661,91507
05445721,12000
05445731,16651
05445761,25036
05445781,41754.6
05445791,5046
05445801,177566
05445811,13326
05445821,14269
05445851,117922
05445871,3552
05445911,2482
05445931,113535
05445981,98490
05445991,14916
05446011,124277.2
05446031,19979
05446111,4215
05446151,95834
05446161,28101
05446181,87865.2
05446191,84863
05446231,95143
05446301,109388.4
05446331,43516
05446351,279.8
05446361,51270
05446371,149684
05446401,75413
05446421,48845
05446451,109202.2
05446501,178869
05446511,52058.8
05446521,312656.4
05446531,250332
05446541,34179
05446571,154402
05251754,57981
05251764,286715.6
05251784,17197
05251854,74135
05251874,55595
05251884,81468
05251904,61579.8
05251954,19483
05251984,196309.7
05252034,137284
05252074,35364
05252104,41686.6
05252114,47036
05252124,127115
05252184,144426.8
05252234,44323
05252254,55726
05252314,45370
05252334,66630
05252364,38060
05252394,247389.2
05252444,120868
05252504,29938.6
05252564,107903
05252604,262167.6
05252624,23771
05252634,58009
05252654,29502
05252664,44865.8
05252724,102664.4
05252744,113157.6
05252764,38451
05252784,29985
05252794,21131
05252804,111090
05252814,49616.4
05252824,31794
05252884,44427
05252904,139598
05252954,16566
05253014,25742.8
05253024,13761
05253054,89887
05253084,51850
05253134,103729.2
05253144,87305.2
05253174,113517
05253184,35511.2
05253204,147864
05253224,1960
05253274,12359
05253284,17880
05253314,53620
05253324,20075
05253334,101090.6
05253394,21459
05253454,348912.2
05253494,63491
05253514,3817
05253564,48702.4
05253614,246710.8
05253634,63294
05253664,208420.2
05253734,10693
05253754,30801
05253814,24484
05253824,3094
05253834,18608
05253844,32095
05253884,59065
05253914,20209
05253964,108083
05254014,174398
05254034,117241
05254054,209044
05254064,10932
05254084,80233
05254114,65827.6
05254164,26782
05254204,92286
05254214,43633
05254254,57154.4
05254274,99539.4
05254284,38927.6
05254334,35542
05254374,9154
05254404,35732
05254414,208415.4
05254434,31558
05254444,330340.8
05254474,122613
05254524,98296.4
05254554,108402.8
05254574,83082.2
05254604,12896.2
05254624,77490.6
05254634,33415
05254704,257072.5
05254744,227073.5
05254804,33138
05254884,145257
05254914,446197.8
05254974,22402
05254984,20126
05255034,24615.8
05255104,126271
05255124,126505
05255184,61542
05255204,61321.4
05255234,64403.6
05255364,50206
05255374,63473.2
05255384,22379
05255394,17650
05255404,52808
05255424,1496
05255454,15179
05255494,114500
05255514,13211
05255554,153524
05255564,130770
05255574,436304.2
05255604,36543
05255614,69732.8
05255634,55865
05255644,12184
05255654,29185
05255674,40560
05255734,3284
05255804,129758.6
05255854,30935.2
05255884,311791.8
05255924,57074
05255934,3012
05255994,62626
05256024,171039.2
05256034,172758
05256044,29266
05256074,134540.2
05256084,34427
05256094,35511
05256124,23838
05256134,162121
05256164,81060
05256174,25679
05256184,31203
05256204,76982
05256224,45647
05256244,25680
05256294,54342
05256304,118303.8
05256314,17579
05256344,33397
05256354,103752.6
05256374,20542
05256384,59636
05256424,167336.8
05256444,344562.3
05256484,186025.8
05256504,26922
05256534,38569
05256564,1392
05256614,47349
05256644,55196
05256684,71062
05256694,33178
05256724,66011.6
05256774,133109.8
05256814,13872
05256824,68450.4
05256844,45840
05256864,25411.2
05256874,24971
05256884,65035.4
05257014,10483
05257044,31501
05257054,104721
05257094,30107
05257144,37784.2
05257164,94853.6
05257184,20010.4
05257194,170778
05257244,24296.6
05257254,65490
05257284,252136.5
05257354,98794
05257374,42752.6
05257394,25223
05257434,276.6
05257484,25619
05257534,53587
05257544,58505
05257574,57201
05257594,23579
05257624,296839.4
05257654,55653
05257734,158749.5
05257764,85120.6
05257884,26093.6
05257924,209499.2
05258004,121867
05258054,51436
05258064,22118.6
05258094,70363
05258114,25095.2
05258184,140601
05258224,182465
05258234,147101
05258314,22826
05258354,40864
05258394,64147
05258454,45525
05258504,15983
05258524,88880
05258564,16439
05258664,195511
05258714,92660
05258724,3860
05258734,55356
05258744,87792.4
05258884,108695
05258924,162695.8
05259014,387291.8
05259094,16187
05259134,9919
05259194,140774.6
05259234,116176.2
05259254,94102
05259304,172998.5
05259334,214224.7
05259354,149487
05259364,61572
05259384,2300
05259394,219991.2
05259424,161587
05259554,46195
05259564,63188
05259614,37475
05259624,324502.2
05259644,31080
05259664,18499
05259714,188820.8
05259744,440477.5
05259764,15445
05259774,111733
05259794,140347
05259814,2218.6
05259824,80755.6
05259854,16620
05259874,58072.6
05259924,28198
05259954,180486
05260004,93874
05260024,105178.5
05260034,83318.4
05260054,17592.4
05260114,53400
05260194,128787
05260274,33834
05260284,18000
05260324,33725
05260364,45133
05260374,28275
05260404,99878
05260424,45599
05260444,20415.8
05260494,48885.8
05260534,235676.2
05260594,27958
05260634,20437
05260644,46628.8
05260744,34653
05260784,32005
05260794,73960
05260814,24921
05260824,38467.6
05260854,41440
05260904,206600
05260924,48318
05260934,8207
05260944,53058
05260954,60820.6
05261064,45675
05261144,55720
05261204,73640.4
05261244,75274.6
05261304,37375
05261354,158721
05261374,74057
05261384,15840
05261404,44398
05261454,152254
05261474,70336
05261484,17579
05261514,27263
05261534,74392.6
05261564,70342
05261574,66811
05261614,114016
05261624,82348.2
05261644,99643.5
05261684,123624
05261694,53909
05261704,33564.8
05261724,83185
05261744,186501.6
05261824,49322
05261854,210720
05261874,13091
05261914,34824.4
05261944,55393.2
05261954,51677.4
05261984,99022
05262004,48638.2
05262044,422135.9
05262064,157902
05262094,54839
05262124,202230
05262174,24202
05262204,93138
05262274,55830.8
05262294,108577.6
05262364,107507.4
05262374,19979
05262404,153449
05262434,75461
05262504,57827
05262514,92051
05262534,134857.4
05262604,48142.8
05262624,73266.6
05262674,51098.8
05262764,107680
05262774,86587
05262804,7509.6
05262814,46862.8
05262924,58788
05263004,66571.2
05263014,369860.2
05263024,30000
05263034,28056.6
05263044,15437
05263054,301146.8
05263074,309459.8
05263104,43061
05263124,2177
05263144,34308.4
05263164,20978.4
05263194,28632
05263204,86134.8
05263214,46754.6
05263244,63374.8
05263334,108793.2
05263344,125156.4
05263374,133321
05263384,155194
05263394,263271
05263404,69302.6
05263414,17699
05263424,85749.2
05263504,34559
05263534,37954
05263564,158035
05263584,89394
05263594,138872.4
05263604,69382
05263614,14791
05263644,84247.8
05263674,97678
05263694,70821
05263714,39359
05263724,34721
05263764,42208
05263854,81610
05263864,37199
05263894,47642
05263924,131786.8
05263934,114831.5
05263984,150340.6
05263994,315099.2
05264014,41606
05264024,32691
05264034,116364
05264044,917
05264084,85094
05264164,108120
05264174,26423
05264184,19019
05264224,33118
05264264,41952.6
05264334,41112
05264344,355428.2
05264354,111185
05264404,141845
05264444,35804
05264464,138620
05264474,78338.2
05264494,25804
05264534,225418.2
05264624,27426
05264634,26248
05264644,95452.4
05264654,52695
05264674,89664.4
05264734,16349
05264834,914
05264844,127979.6
05264854,154473
05264874,59683
05264904,18205
05264934,21435
05264964,118812
05264994,64322.8
05265004,177767.6
05265084,48138
05265184,65269.4
05265194,38985.2
05265264,164368.6
05265324,349158
05265364,126192
05265434,31417
05265464,44288
05265484,60788
05265494,72152.2
05265504,81996
05265564,52805
05265574,71077.4
05265634,185604
05265644,19835
05265664,128866
05265694,27846
05265794,44234.6
05265844,144193
05265864,92917
05265874,34286
05265884,41101
05265894,119600.8
05265934,39213
05265944,27799
05265964,150
05265984,28028
05265994,46394
05266004,140573.2
05266014,247239.2
05266084,164365
05266114,49575
05266134,134946.8
05266184,21332
05266194,74158
05266224,116347
05266234,58458
05266334,28417
05266344,32230
05266354,125404
05266364,104494
05266374,166061.8
05266404,102361.8
05266414,128575
05266424,49010.8
05266474,90991
05266504,60961
05266564,93175.4
05266614,10570
05266654,72018
05266694,31284
05266714,28759.8
05266724,21095
05266754,222778.2
05266764,57446
05266774,19979
05266814,20086
05266864,410.6
05266894,24551
05266914,69562.2
05266944,36793
05266954,224363.2
05267064,2776.4
05267114,13202
05267134,48424.8
05267164,196257
05267184,29992
05267224,49438
05267284,57473
05267294,123131
05267314,30112.8
05267334,161876.2
05267424,3639.6
05267434,53425.6
05267504,27567.8
05267514,1714
05267524,215445
05267544,27074
05267564,103150.6
05267604,56180
05267664,112988.4
05267684,29332
05267704,157819
05267724,10527
05267754,62742
05267824,151536
05267854,29374
05267864,245109.2
05267884,51958
05267914,120509
05268034,105504.6
05268064,120857.8
05268084,46314.8
05268154,93425
05268174,169346
05268184,53756
05268194,61365
05268254,149541.5
05268274,45330.8
05268294,66653
05268304,185908
05268344,39647
05268404,13577.2
05268424,54325.8
05268434,158050.2
05268474,12275
05268484,9493
05268524,171532.5
05268534,80608.6
05268564,702079.1
05268594,88240.2
05268604,42969.4
05268724,31620
05268744,44866
05268754,173365.2
05268864,54770
05268874,14857.6
05268894,152460.8
05268944,24025.8
05268984,12948
05269004,10968
05269064,46179
05269114,32931.4
05269154,70971.8
05269174,63656
05269194,43919
05269204,77164
05269264,127659
05269324,53291.8
05269334,61935
05269354,18455
05269374,122121
05269394,21600
05269424,15277.4
05269474,204040
05269514,28407.4
05269534,182539.6
05269574,171954.4
05269624,202100
05269664,138540
05269674,70554
05269694,78145
05269704,69525
05269794,155702
05269804,83683.6
05269814,47121
05269824,37653.2
05269974,34348
05269994,2000
05270084,91467
05270094,69060
05270164,129107
05270174,311133.2
05270184,165856
05270204,76684.8
05270224,29232
05270264,92864.2
05270334,8779
05270354,100399
05270374,21245
05270404,32845
05270424,232460.2
05270454,72744.2
05270494,58987.6
05270574,102125
05270584,144275.4
05270674,119249.6
05270684,57341
05270704,22474
05270754,132685
05270764,117410.4
05270814,50806
05270824,82285
05270914,48282
05270934,26658
05270944,22591.8
05270994,21688
05271054,338621.2
05271064,161156
05271104,45254.6
05271134,27419
05271174,74592
05271224,24015.8
05271294,240169
05271324,95756
05271334,153023
05271384,327733.5
05271444,46758.7
05271464,13304
05271474,36327.2
05271534,174940.4
05271574,55231.8
05271644,1271
05271664,111196
05271694,20543
05271714,123803
05271744,27826
05271804,77294.6
05271824,37808
05271854,83885.8
05271884,86627
05271914,198716
05271944,75611
05271984,19934
05271994,48464
05272014,175014
05272074,136323.8
05272144,-12233.5
05272174,68059.6
05272214,115816
05272234,63501
05272244,112741
05272264,123940
05272304,16095.8
05272344,130619.4
05272404,151932
05272414,66172.6
05272424,56247
05272434,27743
05272444,41785
05272484,40091
05272514,97482
05272524,338375.6
05272564,42606.4
05272594,211797
05272644,38479
05272674,27089
05272774,177587.7
05272784,123183.8
05272824,34127
05272894,90502.8
05272904,49818.2
05272914,275376
05272924,24056
05272964,149529.6
05273014,306250.8
05273044,84105.4
05273054,63999
05273154,82192.6
05273204,51326.6
05273314,158935
05273344,156492
05273364,55789
05273384,154560
05273434,34995
05273444,16079
05273534,35434
05273544,19499
05273574,90575
05273614,68702
05273624,16846.8
05273634,17880
05273654,135402.6
05273714,99536
05273744,42089
05273784,139876
05273804,99759.2
05273864,36806.4
05273874,112109
05273884,63555
05273914,78110
05273954,13979
05273964,177483
05273974,135256
05273984,88587
05274004,88286
05274014,202791.2
05274064,42723
05274104,99459
05274114,116753
05274144,107609
05274174,275699
05274184,111392
05274194,127012
05274214,70947
05274224,337215
05274244,18167
05274314,74660
05274394,183020
05274404,305962.2
05274454,88791.2
05274464,114524.6
05274504,146812
05274524,68651.1
05274544,258019.8
05274554,34132.2
05274564,5207
05274574,19953
05274614,66390
05274634,161249.6
05274664,68806
05274684,56174
05274694,62901
05274724,321306.7
05274744,14473
05274754,124509
05274844,15136
05274864,59067.8
05274904,75021
05274914,135593
05274924,205485
05275004,41788
05275034,76368.6
05275054,37559
05275094,100862.4
05275104,46257
05275154,57106
05275214,98413
05275354,7753
05275364,16379
05275374,37419
05275384,62417
05275424,97969
05275444,42677
05275454,64598.4
05275614,84848
05275634,73527
05275694,162496.2
05275764,67531.8
05275774,58271
05275794,165130.8
05275844,85094
05275854,126086
05275864,165260
05275894,108511.1
05275914,72939.2
05275974,50318.2
05276004,0
05276024,72228
05276044,109575.4
05276064,36136
05276074,31751
05276114,225193.5
05276174,27059
05276214,222769.8
05276244,96740
05276264,141155
05276294,4800
05276304,54172
05276314,33460
05276354,68627.2
05276364,17075
05276444,194633
05276474,60803.8
05276504,149921.8
05276524,88324
05276544,88718
05276564,14001.6
05276574,61052
05276594,79553
05276614,163496.6
05276644,40737
05276684,110031
05276714,85636.2
05276734,53435
05276744,28258
05276754,64176
05276764,98308
05276784,100089.6
05276814,62485.8
05276824,219913.2
05276864,312864.5
05276874,36845.6
05276924,73517.2
05276944,240382.2
05276964,52432
05277024,45206
05277034,41966
05277094,19993.4
05277144,55771.6
05277174,38818
05277234,267350
05277264,73619
05277324,19040
05277374,-337
05277384,141707.6
05277424,85581
05277434,93053
05277504,78491
05277534,60896
05277554,30595
05277584,49624
05277644,137279
05277674,438730.5
05277704,170474
05277764,19511
05277774,108432
05277804,65158
05277834,112016
05277894,103703
05277904,7330
05277944,47140.8
05277974,32699.8
05278004,51573
05278034,77877
05278044,19189.4
05278144,42232.4
05278164,119387.4
05278174,89108.2
05278184,184384
05278224,55267
05278234,38378
05278244,127303
05278254,21234.4
05278274,131326
05278294,136066.6
05278314,418557.5
05278354,121418.8
05278364,37979
05278384,41451
05278394,13051.2
05278414,41717.6
05278424,40096
05278434,60592
05278464,96188
05278494,12648
05278544,66770
05278564,69007
05278604,34906
05278614,5165
05278644,109109.4
05278674,177845
05278684,338955
05278704,38999.6
05278774,753
05278874,25330
05278884,100902
05278894,17793
05278934,4793.8
05279034,237754
05279054,277957.2
05279074,165083
05279084,13127
05279124,98729
05279134,107097
05279144,79428
05279154,82352
05279194,120064
05279244,65494
05279334,26350.6
05279344,182768
05279354,176922.4
05279384,141699
05279404,72200
05279434,95582
05279474,30706.4
05279484,208972.6
05279534,37137
05279544,1512
05279564,151505.2
05279584,40517
05279594,23548.6
05279624,27647
05279664,61127
05279694,103232
05279714,65389.8
05279764,86527
05279824,128386
05279884,133390
05279894,3993
05279914,235794.8
05279984,19487
05280074,29040
05280114,217692
05280144,27409
05280174,31847
05280184,153304
05280204,71245.4
05280214,142710.2
05280234,164331
05280264,200368
05280274,117888
05280324,92946
05280344,130599.6
05280354,46484.2
05280384,111483
05280394,93652
05280464,45129.4
05280474,30562
05280524,350487.9
05280564,92687
05280584,81975.8
05280624,138129
05280644,310330.2
05280654,56773.2
05280664,119962
05280704,66201.8
05280714,210349
05280734,43165
05280744,25819
05280804,59312
05280864,170689
05280904,31116
05280924,40271
05280954,76164.4
05280984,50101
05281004,41128
05281034,141361.8
05281114,84755.6
05281134,25176
05281144,55547
05281174,69120.2
05281224,53237
05281264,25631
05281294,47541
05281304,65970
05281334,63209
05281344,175800.2
05281444,249767
05281454,84921
05281484,32555
05281524,89307.6
05281564,97942.6
05281574,70130.4
05281594,35158
05281634,46372.4
05281654,65077
05281704,268.6
05281784,5438
05281794,67284
05281854,3672.4
05281914,26608
05281944,17579
05281974,115717.6
05281984,29005.2
05281994,118788
05282074,122442.8
05282154,97974.4
05282174,244881.2
05282284,34815
05282294,16271
05282304,105617.5
05282314,5313.6
05282324,102549.8
05282444,54442
05282494,58445
05282514,39131.6
05282534,99826.6
05282554,33958
05282584,89797.6
05282594,69927.4
05282604,51375
05282624,40971
05282634,69446
05282674,60917
05282704,24277
05282784,2814.8
05282884,238363.4
05282904,117992
05282964,40341.2
05282994,28390.8
05283014,67967
05283034,18215.8
05283044,26170
05283124,356572.2
05283144,122543.2
05283164,54366.2
05283234,150662
05283264,122865
05283284,224408.8
05283324,72987
05283334,51953.2
05283384,104239.2
05283394,79725.4
05283404,26587
05283474,39106
05283494,82326
05283574,212089.8
05283584,136354
05283624,207038.4
05283654,100119
05283664,181901.4
05283714,56196
05283734,55771
05283754,19775
05283764,67972.2
05283784,58523.6
05283844,46073
05283864,32289
05283884,35959
05283894,197108
05283914,183381
05283924,167014.4
05283934,40004.6
05283984,70129
05284044,35151
05284064,14185.2
05284084,51093.4
05284124,38700.2
05284134,105560.6
05284154,42338
05284184,33538
05284194,135351
05284224,103873
05284244,20650.6
05284294,87885
05284344,25607
05284384,96493
05284394,28316
05284404,3199.2
05284414,155803
05284504,85413
05284514,57139
05284534,17905
05284554,140172.2
05284564,51979.2
05284574,180855
05284634,331450.2
05284654,66133
05284724,64023.2
05284784,169425.6
05284844,19919
05284874,107413.8
05284994,57502
05285024,25699
05285034,74720.4
05285064,3326
05285084,96462
05285094,19391
05285144,44155
05285254,159789
05285264,49750
05285274,104193
05285304,30002
05285324,180219
05285344,14481
05285354,66983.4
05285374,21877
05285384,73342.4
05285434,135815
05285494,196985
05285504,127740.5
05285544,50720
05285574,70648.6
05285584,173556
05285594,125415
05285624,254428.2
05285674,2831
05285684,17772
05285714,56317
05285724,160814.3
05285744,144004.6
05285774,35262
05285794,46180
05285844,24697
05285874,60358.4
05285894,47918
05285904,49494
05285944,139627
05285954,297336.6
05286014,96088.6
05286024,40306
05286044,111908
05286054,81337.2
05286184,254716.2
05286194,149594
05286243,55607
05286293,314441.2
05286303,73498
05286333,413883.5
05286343,64183
05286423,165656.5
05286443,64908.4
05286503,24850
05286513,246901.2
05286543,18296.8
05286633,23490
05286693,27830.2
05286703,146888
05286733,-112301.9
05286753,5449.6
05286773,94793
05286793,246879
05286813,47923
05286863,13104
05286893,192312.4
05286903,18959
05286973,117733.2
05286983,43954
05286993,19433
05287003,35998
05287023,66051
05287043,108207
05287093,106036.6
05287113,92925
05287123,27280
05287143,36077
05287163,99789
05287173,7000
05287183,97555
05287203,160544.2
05287253,23499
05287313,88611
05287353,147684.6
05287363,25605.2
05287413,45087
05287423,71896
05287443,225877
05287483,121302.2
05287523,91543
05287573,73158
05287613,57225.2
05287683,43228
05287713,147695
05287753,83700.6
05287773,93838.4
05287783,72357.6
05287803,50490
