NEWID,FINATXEM
05273532,34964
05273542,17956
05273572,37267
05273612,64016.4
05273622,62621
05273632,16379
05273652,207047.6
05273712,83895
05273742,36481
05273782,144579
05273802,124125.2
05273862,33180.4
05273872,120286.6
05273882,26767
05273912,102493.8
05273962,157989
05273972,93533
05274002,92053
05274032,170953.6
05274052,46999
05274062,36358
05274102,159577.7
05274112,119043.6
05274142,127756.6
05274162,45658
05274182,49811.6
05274192,525656.8
05274212,63391
05274222,342952.3
05274252,120613
05274272,11264
05274282,91247.8
05274312,68646
05274392,96722
05274452,47371.6
05274462,148462.8
05274492,18262
05274502,132962
05274522,39021.4
05274542,233168
05274562,11312
05274572,52638.6
05274612,106973
05274623,88915
05274632,142196.6
05274672,44047
05274682,52546
05274712,23003
05274722,107466.2
05274742,13346
05274752,142410
05274772,40121.2
05274842,12899
05274862,51763
05274902,82451
05274912,124397
05274922,101482
05275032,30725
05275052,-900
05275092,117338.8
05275102,50400
05275152,58567
05275202,117351.8
05275212,81912.2
05275352,58299
05275362,525
05275372,36768
05275382,50922
05275392,130317
05275422,117810
05275442,27905
05275452,4692
05275612,146277.2
05275632,64705
05275692,251225
05275722,75287
05275762,65981
05275772,58148
05275792,147208
05275852,189925.6
05275972,62087
05275982,110218
05276002,29181.2
05276022,71337
05276042,104672.4
05276062,50956
05276072,30979
05276082,183214
05276102,136542.2
05276112,234884.6
05276142,85103
05276162,109302
05276172,26910
05276202,78412
05276212,165227.4
05276242,71241.8
05276262,126657
05276292,4780
05276312,29000
05276352,47546
05276362,16953
05276432,156205
05276442,191786
05276512,23819
05276522,74263
05276542,28580
05276562,137485.2
05276572,50643
05276582,54146
05276592,77444
05276642,55599
05276672,153399.8
05276682,130581
05276702,64477.4
05276712,86734
05276732,76258
05276742,30796
05276752,8424.6
05276762,126167
05276772,17111
05276782,128686
05276822,208966.6
05276862,138501
05276872,45298.8
05276902,40704
05276922,31778.4
05276942,198293.8
05276962,60399
05276972,124912
05276992,94207
05277022,44147
05277092,21648
05277142,45782.8
05277172,39644
05277222,46401.2
05277232,217143
05277262,6689
05277322,24680
05277352,17241
05277362,45581
05277372,32160
05277382,151391.4
05277422,69103
05277432,83642.2
05277482,18179
05277502,74558.8
05277532,39627
05277552,51545
05277582,40097
05277642,127291
05277652,37772
05277662,2476
05277672,174356
05277702,161956
05277712,23038
05277742,214299
05277762,15683
05277772,101202
05277802,65837
05277832,133344.4
05277882,166941.1
05277892,131697
05277942,41116
05278002,65352
05278032,74249
05278042,9612.2
05278122,303602.6
05278162,110858.8
05278172,118469
05278182,228299.2
05278192,130923
05278222,48333
05278232,36124
05278272,126016
05278312,295278.4
05278342,337332.2
05278352,131842
05278362,28088.6
05278382,51675
05278392,52159.2
05278422,35102
05278452,57210.2
05278462,90077
05278522,59197
05278532,76473
05278542,78154.2
05278592,197196
05278602,36681
05278612,54229
05278632,104291
05278672,146016
05278702,49720.6
05278712,104007.8
05278772,4958
05278812,46258.8
05278872,31558
05278882,35099
05278892,19211
05278902,162744
05278932,3360
05278952,364547.6
05278992,145123.6
05279032,206765
05279052,337735.2
05279072,433977.8
05279082,22110.2
05279132,104782
05279142,113509.8
05279152,106763
05279242,50414.4
05279332,29593.8
05279342,178508.8
05279352,198917
05279382,143032
05279402,69915.2
05279432,95427
05279472,41120.4
05279532,8361.4
05279542,11260
05279562,128689
05279582,34629
05279592,21179
05279602,121341
05279612,85392
05279622,32356
05279642,58057.2
05279662,72482
05279692,79783
05279712,34360
05279762,85614
05279822,126992
05279852,112760.8
05279882,149391
05279892,50611
05279912,492473.5
05279922,13319
05280072,22200
05280112,172269
05280172,45708
05280182,101297
05280202,133585
05280212,92106
05280232,249563
05280262,199107
05280272,108365
05280302,31654
05280332,143588.6
05280342,125309
05280352,7921
05280392,291208.6
05280462,57507
05280472,26436.2
05280522,91575.6
05280552,43252
05280562,87548
05280582,106394
05280622,136091
05280642,247765.6
05280652,54938.4
05280662,115664
05280702,69292.2
05280712,193093
05280732,54472
05280742,25475
05280802,27497
05280862,190303
05280882,12380
05280902,39007.4
05280912,156436
05280922,22339.2
05280942,197306
05280952,76651
05280982,49743
05281032,158607.6
05281102,32999.4
05281112,51881
05281132,29031
05281152,20313.8
05281172,67607.4
05281182,62866.6
05281222,47625
05281232,7191
05281262,15179
05281312,2874
05281332,96523.8
05281342,77797.8
05281432,137594.4
05281442,188961
05281452,97302
05281473,63328.8
05281482,32751
05281522,166788.4
05281542,18396
05281562,90113
05281572,43132
05281592,1145
05281652,102673
05281702,64244.4
05281782,11536
05281792,59993.4
05281852,36012
05281912,70255
05281942,21011
05281952,84803.8
05281972,83410
05281982,22158.2
05282022,92181
05282092,63981.4
05282152,22755.2
05282172,156583
05282232,12997
05282272,29069.6
05282282,21177
05282292,14340
05282302,56586
05282312,44630.2
05282322,123146
05282392,46867
05282432,129586.2
05282442,83337
05282492,73816
05282512,36390.6
05282532,111475.8
05282552,35242
05282582,123752.6
05282622,42308
05282632,71642
05282662,50958
05282672,74009
05282702,16188
05282782,5984
05282832,75511
05282864,66890
05282882,227915.6
05282902,119049
05282962,82297
05282982,48870.3
05282992,51949.6
05283012,53032
05283022,48107
05283042,112267.3
05283052,48489
05283102,152546
05283122,348449.6
05283142,107449
05283162,164397.9
05283232,146059
05283242,2021
05283262,110880
05283282,98910.4
05283292,109282
05283312,107633.8
05283322,70163
05283332,22232.6
05283382,170569
05283392,60397
05283402,27187
05283472,44414
05283492,56956
05283572,216170
05283582,139992
05283622,210269.6
05283652,68280
05283662,239590.6
05283682,103310.2
05283732,49257.8
05283752,19787
05283782,71452.8
05283802,46312
05283842,32980
05283862,50680
05283892,109162.8
05283912,176049.4
05283922,228030.2
05283952,94339
05283962,14898.2
05284022,47888
05284042,20725
05284062,6617.8
05284082,56297
05284092,130466
05284132,118311.6
05284152,41979
05284172,138899.4
05284182,41491.8
05284192,188823
05284222,76444.2
05284242,17199.8
05284292,89981
05284322,29964
05284342,33918
05284392,27048
05284412,277017
05284422,21946.2
05284462,192478.4
05284502,160032
05284512,105824.1
05284552,187040.8
05284562,43856.2
05284572,263133
05284592,102993
05284652,66630
05284662,2652
05284692,38915
05284712,321632
05284722,136539.2
05284782,151858
05284832,23076
05284842,12489
05284872,97645
05284882,28880
05284962,21958
05284984,113058
05285012,74903
05285022,140558.1
05285032,38724.2
05285062,4793
05285122,81812
05285212,8471.6
05285262,39388
05285272,74258
05285282,120341
05285302,66354.8
05285322,186671
05285342,12831
05285352,57229
05285372,28557
05285382,68917.8
05285432,135529
05285472,68783
05285492,121346
05285502,126112.3
05285542,75534
05285572,108827.2
05285582,112358
05285592,291748.6
05285612,9216
05285622,263716.4
05285682,17196
05285712,56635
05285722,82294.3
05285732,13294
05285742,128157.6
05285772,27282
05285822,42057
05285872,55230
05285892,21494
05285942,166039
05285952,168102
05286012,86628.2
05286022,39358
05286042,116448
05286052,76044
05286063,132522
05286162,80684
05286182,172669
05286192,170794
05286202,40417
05286241,55781
05286301,73558
05286331,394965.2
05286351,102094
05286401,63046
05286421,99806.8
05286441,63635.6
05286511,235051.6
05286541,16102.8
05286631,23485
05286671,75191
05286691,-11871.3
05286701,146540
05286731,-217555.7
05286791,246525
05286831,1139
05286871,124348
05286901,18959
05286911,63863
05286941,17761.4
05286951,38455
05286971,122990.6
05286991,19166
05287001,35998
05287011,21645
05287021,65643
05287041,172761.5
05287051,125095
05287091,103076.6
05287111,86806
05287121,27390
05287141,36071
05287161,99809
05287171,42681.6
05287191,36671
05287231,58176
05287251,23580
05287291,24429
05287311,88503
05287321,53120
05287351,166221.6
05287361,29023.4
05287411,44963
05287421,71865
05287511,42073
05287521,88943
05287581,44118
05287611,56617.6
05287631,57303
05287671,63464.6
05287701,30451
05287711,145723.2
05287721,14219
05287751,55244
05287771,90374.4
05287781,39865
05287801,58327.2
05287891,67354
05287904,240930.6
05287941,10042
05287951,35094.6
05287971,90323.4
05288001,88503
05288021,45544
05288041,6569
05288071,78479.2
05288101,27961
05288111,121773
05288181,44967
05288211,71402.6
05288234,116481.6
05288251,98315.4
05288261,230893
05288321,25559
05288331,86081
05288351,71966
05288401,60954
05288411,93801
05288424,68410
05288471,97327
05288491,75991
05288501,16400
05288521,41058
05288541,384333.2
05288551,22367
05288561,37193.4
05288621,11477.4
05288651,12365
05288661,119191
05288671,103282.2
05288691,62776.4
05288701,133064.7
05288711,105335.4
05288731,14365
05288741,50351
05288771,51890.8
05288801,52890
05288811,14519
05288851,19609.4
05288871,89075.4
05288881,130807.3
05288891,112331
05288911,222724.7
05288941,60413
05288951,92575
05289001,1771
05289011,71415
05289021,8394.2
05289031,37799
05289041,187768.6
05289071,50333
05289111,53341.6
05289121,169522
05289151,149805
05289201,107316
05289211,48477
05289221,3089.6
05289261,2116.8
05289331,34410
05289391,47658.4
05289421,122795
05289441,158582.8
05289471,16379
05289561,90756.6
05289581,27779
05289591,266467.6
05289631,51562
05289664,124439
05289681,54081
05289691,327621.2
05289731,25202
05289741,82727.8
05289771,104332
05289851,67662
05289861,40846
05289891,71229
05289901,82739
05289941,92503
05289981,23674
05290031,90950.2
05290041,34977.6
05290051,66263
05290081,58384
05290091,236008.6
05290101,2400
05290141,93757.6
05290163,22470.4
05290171,96560
05290191,97239
05290231,157975.1
05290241,97959.3
05290251,98404
05290261,96765
05290301,93017
05290311,18389
05290321,99947
05290361,141682
05290371,35681.2
05290411,171753
05290421,364853.5
05290441,14065
05290501,18822.2
05290511,131211
05290521,87613
05290531,128651
05290541,9394
05290551,83849.6
05290571,570
05290591,122033.4
05290611,46656
05290621,89761
05290641,52526
05290701,249341.2
05290741,101776.6
05290751,149294.2
05290761,94796
05290781,29202
05290791,100648.2
05290801,43782.2
05290821,43774
05290881,117869
05290911,145882
05290921,-53701
05290981,56218.4
05290991,93341
05291001,76195
05291011,17022
05291071,360971.8
05291081,24479
05291091,137122
05291101,25724
05291121,25312.6
05291151,43688.8
05291181,134103
05291211,4952
05291231,393325.2
05291241,24379
05291271,194383
05291291,298621.8
05291321,252118.6
05291391,184581
05291411,148342
05291431,35593.6
05291461,35480
05291481,40379
05291491,167557.6
05291501,21971
05291531,84377
05291541,199306
05291551,9891
05291571,69917.4
05291581,63604
05291651,20517
05291661,35956
05291671,178405
05291691,200574
05291711,70491
05291741,245215
05291761,60973
05291811,46306
05291891,230019
05291901,49493.4
05291911,139406.6
05291921,117516
05291931,45786
05291971,40136.4
05291981,275198.4
05292031,19804
05292071,175569.9
05292081,18743
05292091,105446
05292111,153935
05292161,82649
05292181,45853
05292231,140879.3
05292241,184077.8
05292251,141786
05292291,28067
05292311,107360.2
05292341,58695
05292381,208941
05292431,100771
05292441,72346
05292451,7714
05292491,48758
05292541,123012.2
05292551,164910
05292571,110973
05292641,27439.8
05292651,2691
05292681,55590
05292721,201565
05292741,116069
05292821,55495
05292831,71183.6
05292841,73344
05292851,9302
05292861,39835
05292911,80839
05292941,217302
05292951,65116
05292971,66155
05292981,30431
05292991,37399.6
05293061,60376
05293071,109877
05293101,38641
05293111,84556
05293121,73450
05293141,261250.6
05293181,25543
05293221,104441.4
05293251,1687.2
05293271,279957
05293281,42210
05293341,35226
05293371,110663
05293411,54766
05293431,274542.2
05293471,20115
05293501,23681
05293512,914
05293531,12141.4
05293551,13214
05293571,18762
05293591,51016
05293601,49537.4
05293631,89841.8
05293641,46501.2
05293691,113938.6
05293741,26522.4
05293771,74237
05293821,60056
05293851,47348.8
05293871,158326.7
05293891,76003
05293971,12000
05293981,51122
05294001,83568.6
05294011,50166
05294021,91657
05294051,251610.6
05294071,172124
05294081,124624.2
05294091,18764.4
05294101,191883
05294111,26158
05294121,47648
05294161,4480.6
05294181,4000
05294211,74831
05294251,140246
05294281,189843.6
05294311,85748.2
05294351,75495
05294371,81793.2
05294431,13945
05294441,64486
05294481,67695
05294501,26374
05294511,28336.4
05294551,18949
05294661,24179
05294691,52903.4
05294731,78990.4
05294741,60624
05294751,58175.2
05294771,24461
05294791,66167.6
05294801,63788
05294811,108145.1
05294821,31355
05294831,37434.6
05294841,154101.8
05294851,66403.2
05294861,296151
05294901,79601.6
05294941,105449
05294961,86184
05294991,15883.4
05295001,23786
05295011,15812.6
05295021,69465
05295031,89806
05295061,126544
05295101,139208
05295121,2030
05295131,32271
05295171,64147.2
05295191,44135
05295231,30428.6
05295251,517439.1
05295311,61881
05295341,40685
05295381,150819
05295411,68405
05295441,250049.6
05295451,234953.8
05295491,55705
05295511,70950.8
05295531,63411.2
05295551,25992
05295561,299273.6
05295571,66960
05295581,24929
05295591,21203
05295604,74223.6
05295621,117743.2
05295631,327090.6
05295661,44851.6
05295711,29390.6
05295741,46014
05295751,244930.6
05295761,51878
05295771,36613
05295781,109613
05295801,110771
05295831,128898.6
05295851,2671.8
05295921,21156
05295941,555337.8
05295961,97829.8
05295971,179174.9
05295981,68977
05296011,195371
05296041,40004
05296061,134320
05296101,168844.8
05296133,1651
05296151,73972
05296211,149291.6
05296251,156738
05296261,103177
05296271,34390
05296311,115131
05296331,326997
05296381,90607
05296401,193067
05296411,104037.4
05296451,16617
05296521,39224
05296551,83992.4
05296572,123338
05296581,136920
05296631,410657.2
05296641,295769.8
05296681,914
05296721,20017
05296761,125001.7
05296771,251172.6
05296811,500265
05296824,43703.6
05296831,113621.6
05296841,82225
05296851,158190
05296881,12701.2
05296891,158345.4
05296931,50885
05296941,677959.4
05296961,127184.3
05296981,132723.8
05297021,150352
05297111,105343
05297121,2504
05297161,49385
05297181,43324
05297271,65565.2
05297301,69078
05297341,145232.4
05297361,38685
05297381,36831.8
05297391,22111
05297401,38734
05297461,50166
05297491,117489
05297521,38392
05297541,148078.6
05297561,244275.6
05297581,92609
05297601,34310
05297611,41740.4
05343711,159436
05343731,24344
05343791,55566.4
05343801,231524.4
05343851,46926
05343883,63386
05343901,488.6
05343931,28817
05343981,90238
05343991,31674
05344021,96327
05344031,86300
05344041,55893.8
05344081,127822.8
05344102,700
05344111,77929
05344161,55399
05344221,87082.6
05344231,94707
05344241,116569
05344261,18620
05344321,145929.2
05344331,78395.2
05344341,48230
05344351,168144.6
05344361,169934
05344391,73843
05344421,37258.8
05344441,33377.2
05344471,27939
05344491,31536
05344501,12992.6
05344511,168575.8
05344521,17533
05344581,93444.8
05344591,17568
05344621,24872.6
05344671,4956
05344691,56570
05344701,94243.6
05344711,94578.6
05344741,85595
05344771,220003.2
05344791,134587.4
05344811,75985
05344851,273222.6
05344901,245591.2
05344961,219755
05345001,13307
05345101,52414.2
05345121,93469
05345201,65716
05345211,17076
05345251,51070
05345301,31544.8
05345311,8884
05345321,83063.2
05345331,30743
05345341,57453.6
05345411,4840.8
05345431,45951
05345451,148391.9
05345481,86134.4
05345521,4070
05345531,123491.4
05345551,128069
05345581,231944.6
05345591,25550
05345622,35867
05345631,332469.6
05345671,22051
05345681,88421
05345701,42402
05345711,42931.2
05345731,27768
05345751,153936
05345761,116188.2
05345811,22182
05345831,62547.8
05345841,4070
05345871,18711
05345891,17014
05345901,39166
05345921,64114
05345941,56937.8
05345951,125823.2
05345961,117226.2
05346003,20191
05346011,15779
05346021,100490
05346051,206191
05346071,233398
05346091,63031
05346101,23986
05346111,60157.8
05346121,50411
05346131,188282.2
05346171,24491
05346181,113927.8
05346193,9561
05346211,26426
05346221,18379
05346261,52442.8
05346271,63186
05346281,98231.3
05346291,176379.2
05346301,49946.2
05346341,19379
05346361,202817
05346371,116823.4
05346401,182758
05346441,30686.8
05346451,81173
05346481,14641.2
05346491,176325.4
05346511,39409.8
05346551,88205
05346561,130027.7
05346581,5551
05346711,83801.2
05346721,43942
05346741,8896
05346791,259037
05346831,29955
05346841,109896.6
05346861,51348.8
05346881,53181
05346941,178374
05346991,92304
05347001,366251.6
05347021,64451
05347071,22444
05347081,20771
05347091,48735.6
05347111,21839
05347271,33615.6
05347301,112911
05347361,47160
05347381,72903.4
05347391,169760
05347421,81832
05347431,76508.4
05347441,62562
05347461,30998.6
05347571,70759
05347581,131858
05347591,96231
05347601,11000
05347631,97610
05347671,62802
05347731,40849.8
05347761,82699.4
05347792,17332.8
05347801,1026
05347811,46039
05347831,30477
05347901,59610
05347921,274851.8
05347961,110240
05347981,41927
05348001,57479.8
05348101,104267
05348121,15566
05348131,83932
05348141,186929.2
05348161,53999.2
05348181,623947
05348231,73575.8
05348241,117736
05348251,32376.8
05348271,6285.4
05348321,89143
05348331,93751.2
05348382,157041
05348411,30779
05348421,21200
05348431,38958
05348441,99443.8
05348451,51621
05348461,40044
05348481,110391
05348491,53849
05348501,109677.4
05348541,140136
05348561,226222
05348581,2999.4
05348611,91731
05348631,138593
05348661,83032.4
05348681,155532
05348691,621.4
05348721,90604
05348732,77786
05348781,135357
05348831,368443.4
05348851,20030
05348881,59417.2
05348911,33300.4
05348971,93487
05348991,64177
05349021,32514
05349031,50335
05349121,69161
05349131,34440.2
05349161,2792
05349191,55501.6
05349201,233155.2
05349214,74254
05349222,140207
05349271,53394.6
05349281,163642
05349291,183524.2
05349311,76038
05349381,46144.6
05349391,37989
05349401,67438
05349431,22488
05349451,133416
05349461,57963
05349541,67963
05349561,63969
05349581,74110
05349611,114030
05349621,157236.8
05349651,26258.4
05349711,270525.2
05349731,100606
05349751,80050
05349771,57960
05349781,52716
05349792,81553.8
05349801,28124
05349811,12000
05349831,123039
05349861,109659
05349881,50894.2
05349921,260525.2
05349931,3014
05349941,41246
05349961,161501
05349991,159757
05350011,136146
05350041,88910
05350051,46936
05350071,84679
05350082,42388
05350101,41081
05350141,54676
05350151,12800
05350231,143114.2
05350251,47742.4
05350261,154274
05350271,6997
05350281,66350
05350291,43495
05350331,239210.6
05350441,47861
05350461,62854
05350471,72641
05350481,112016.6
05350551,87032
05350561,107467.8
05350581,163690
05350591,152284.4
05350601,112196
05350611,139940
05350651,35533
05350681,123796
05350691,209551.6
05350721,89595
05350731,119577
05350741,86547
05350751,24007.8
05350771,48141
05350781,46637.4
05350801,25709
05350821,13400
05350841,106237
05350871,22278.6
05350921,42799
05350931,33218
05350941,92176
05350981,39347
05351011,126904.8
05351031,67201
05351041,340752.2
05351071,126926.7
05351081,35369
05351101,118395.8
05351131,68492
05351161,118302
05351181,96043
05351241,74983
05351271,69480
05351301,103173
05351321,22717
05351361,17579
05351411,153649
05351421,46954
05351452,111128
05351471,54825
05351591,79205
05351601,82408
05351641,19451
05351661,82817.2
05351681,390767
05351691,62018
05351731,22707
05351763,50088.6
05351801,60624
05351831,207505.6
05351891,228985
05351914,176184
05351921,46655.4
05351961,185463
05352011,94969
05352031,18481.8
05352061,170650
05352121,78546
05352131,113332
05352141,32064
05352171,119135
05352181,5723
05352191,21240
05352221,219384.2
05352281,75587
05352331,138153
05352443,12874
05352471,16617
05352481,65874.2
05352491,62884.8
05352501,267635
05352521,102687
05352551,1382.6
05352581,117132
05352591,136864.8
05352621,149127.8
05352651,201599.4
05352671,3051
05352741,47272.6
05352751,120992.8
05352801,18071
05352811,17976
05352821,79020.8
05352851,78209.2
05352891,90278
05352901,49815
05352911,125804.4
05353001,28281
05353021,12573
05353031,110687.6
05353041,82970
05353051,188565
05353071,15134
05353101,4668
05353151,141736
05353221,75515.2
05353231,96184
05353241,37583
05353271,110091
05353291,91341.4
05353321,88475
05353331,94197
05353361,39033
05353371,54758
05353401,43378
05353424,296318.4
05353431,27614
05353441,59028
05353461,109457
05353471,184965.8
05353481,150710
05353501,22369
05353511,14759
05353521,79474.6
05353551,98735.8
05353571,93217.6
05353591,129300
05353621,46017
05353641,47290
05353661,85291
05353691,172486
05353721,55771.4
05353731,115809.6
05353741,31004.4
05353781,88812.8
05353801,58452.2
05353911,54498
05353941,23267.6
05354011,75719.2
05354051,212137.3
05354071,100471
05354084,103342
05354131,33811.8
05354151,64610
05354181,50982
05354211,41131
05354221,68222.4
05354251,250690.8
05354271,113456.8
05354281,136539
05354321,311897
05354391,63740
05354431,87191.4
05354451,91788
05354461,141418.8
05354491,75396.6
05354511,145446.2
05354531,73065
05354541,29815.4
05354561,47509
05354621,48015
05354631,100441
05354671,84091.8
05354701,30032
05354711,104919
05354721,255381
05354731,79337.2
05354751,68600
05354791,51394.8
05354921,44085
05354941,59210
05354971,27575
05354981,72492.4
05355021,-5250
05355031,129555
05355091,86290.2
05355101,60526
05355111,27912.6
05355131,39847
05355141,65530
05355151,71493
05355161,20356
05355171,48833.4
05355191,35967
05355201,105864
05355291,127246.4
05355311,110314
05355321,181772.2
05355342,82348
05355361,15310
05355371,19917.4
05355391,84787
05355401,109652
05355431,53161.8
05355451,46045
05355471,100016
05355511,73195.6
05355531,25219
05355591,76871
05355601,67283
05355621,72886.8
05355631,166134
05355651,18779
05355694,115089
05355741,32902
05355771,27580
05355781,47468
05355821,115592
05355831,36405.4
05355861,30004.4
05355881,24065.8
05355923,56592.4
05355941,161643
05355991,18612
05356031,285892.6
05356044,68099.6
05356091,73889.8
05356101,4360
05356121,111365.4
05356141,175100
05356161,103129
05356171,22703
05356211,51362
05356221,73886
05356251,158859.8
05356261,176870.3
05356271,26080
05356281,15628.2
05356291,121331
05356301,44591.6
05356321,18276
05356352,138034.2
05356361,21400
05356371,2314
05356411,67709.2
05356431,57503
05356451,19905
05356481,39958
05356511,39459
05356521,48958
05356531,97598
05356541,55228
05356551,306952
05356591,95553
05356631,240546.6
05356681,20723
05356691,31130
05356721,76469
05356741,147284
05356751,168653.2
05356771,32758
05356811,229662
05356821,17579
05356831,16646.6
05356871,94029.6
05356881,46230.4
05356911,42181
05356931,188337
05356951,53688.2
05356961,24779
05356991,125454
05357011,18417
05357031,33103
05357041,26285
05357051,33636
05357061,56734.6
05357091,51577.2
05357101,120453
05357111,80514.4
05357181,213509
05357191,32011
05357211,39400.4
05357221,128152
05357231,255033.2
05357271,51368.8
05357321,169304.3
05357331,58273.6
05357401,21237.4
05357421,112360.4
05357461,245429
05357481,458666.5
05357521,43615
05357541,18085.4
05357551,200215.7
05357571,33845.2
05357592,62890
05357611,419519.4
05357634,204301
05357681,80145
05357711,115763
05357781,206334
05357791,263943.6
05357801,46680
05357821,63301
05357831,227201.6
05357841,28098.4
05357861,38748
05357871,104514.2
05357881,138173.8
05357921,24185.2
05357941,65837
05357951,53419
05357971,25809
05358001,73778
05358131,252330.6
05358141,14519
05358151,57533
05358161,2930
05358171,163994
05358191,107932
05358201,185769.8
05358221,76621.2
05358241,6000
05358331,103952.8
05358351,74283.2
05358371,101882
05358411,92645
05358441,55157
05358461,454451.2
05358492,140079
05358531,249677.6
05358541,25752
05358551,27598.4
05358561,56729.2
05358571,134595
05358591,275339.6
05358641,207519
05358661,84688.4
05358701,33062
05358791,29964
05358831,41545
05358871,59656.4
05358891,120449.4
05358911,136713
05358931,145020.8
05358951,64282
05358981,50850.2
05359001,23342
05359031,116386
05359071,11747.2
05359081,31170.6
05359091,308707.3
05359131,209859
05359141,67590.6
05359201,190688
05359211,132441
05359241,58917.8
05359291,82026
05359311,90699
05359341,26537
05359391,31968
05359411,18779
05359461,132104
05359474,21074.6
05359481,125109
05359521,277051
05359531,97861
05359541,59164.8
05359551,124848
05359562,10354.4
05359581,61216
05359601,128500
05359621,25266
05359631,91790.4
05359731,425543.2
05359831,91028
05359841,6626
05359861,124913
05359891,31623
05359901,49260.4
05359911,266991.2
05359951,700
05359981,66377
05359991,46791.8
05360061,48852
05360071,56177
05360131,85887.6
05360151,32973.6
05360161,108861
05360171,38790
05360201,86989.4
05360231,54492
05360271,86734
05360311,142822.8
05360332,2814
05360341,46601
05360361,77922.8
05360371,167058.8
05360391,138150
05360451,150609
05360501,266860.2
05360531,51343
05360561,59537
05360581,81958
05360611,17037.6
05360651,53288
05360661,115846.2
05360681,190715.1
05360691,141327.8
05360801,105477
05360823,208732
05360831,75153
05360841,71781
05360871,38632.4
05360881,77395
05360891,95656.4
05360901,85653
05360921,68599.6
05360971,29965
05361031,41655
05361041,190571
05361051,283912.6
05361061,106067
05361101,65461
05361171,84522
05361231,98830
05361271,108466
05361291,36583.4
05361301,22460
05361311,83370
05361341,51001
05361351,92771
05361441,140467.8
05361471,45130
05361491,129412.4
05361511,52568.2
05361551,21806
05361621,211571
05361651,47664
05361661,88184.4
05361721,45087
05361731,164930.6
05361741,30755
05361781,23100
05361801,64138
05361811,12719.4
05361851,102756
05361881,54457
05361911,150545.6
05361941,21095
05361951,46405
05361971,197399
05362001,16345.4
05362061,24170.8
05362081,47284
05362111,74007.2
05362121,69750
05362133,133855
05362142,55238.4
05362161,220121
05362191,234660.4
05362211,55195
05362231,167185.4
05362281,69714
05362361,13171.4
05362371,16331
05362411,17805
05362441,34273
05362481,21373.4
05362492,48492
05362581,164718.9
05362621,112113.8
05362631,79572.6
05362641,98238.4
05362671,148121.6
05362691,139306.6
05362701,64442
05362731,107383
05362761,54097.2
05362771,24684
05362791,86389
05362821,165539.6
05362833,157835
05362891,26000
05362941,78957
05362981,87746
05363011,73736.4
05363021,25000
05363031,121833
05363041,248270.6
05363051,32285
05363101,127274
05363121,124546
05363141,7993
05363151,11930
05363171,38610
05363181,129386.8
05363201,86071.4
05363211,62956.4
05363321,55350.4
05363331,26849
05363351,35400.6
05363381,61465
05363391,116337.4
05363411,69075.2
05363441,7764.2
05363501,45934.8
05363521,108268
05363531,46616
05363581,97883
05363591,1011618.4
05363611,90980.4
05363651,24203
05363671,48360
05363701,75428
05363741,52048
05363751,70412.6
05363791,106197.6
05363831,77153
05363841,53131
05363851,1857
05363861,72478.6
05363881,183549.8
05363891,50000
05363931,54224.2
05364081,26379.8
05364091,21901
05364161,23579
05364181,118687
05364193,-1068
05364211,39879
05364221,46650.6
05364231,98637.4
05364281,23029
05364291,36729
05364311,143429
05364331,32758
05364351,36777.6
05364381,27154
05364401,180463
05364411,91222
05364461,3263
05364471,43912
05364491,26032
05364501,30245.6
05364531,144411.4
05364561,181425
05364571,2800
05364601,113509.8
05364621,65725
05364651,145114
05364681,24406
05364701,112947
05364743,9528
05364761,51565.2
05364871,37966.2
05364891,111706
05364911,75641.6
05364941,57046
05364971,104329
05364991,38698
05365021,95609
05365051,125553.6
05365071,175226
05365131,90454
05365161,79097.2
05365201,60995
05365231,29579
05365251,2633
05365321,80522
05365371,51292
05365381,54023
05365401,12270
05365411,65429
05365431,64254
05365451,241312
05365491,114386
05365512,25378
05365541,21332
05365581,60544
05365601,93789.8
05365611,73141
05365621,12132
05365631,83746
05365641,188553
05365651,112550.4
05365691,44824.8
05365773,17176
05365791,111814
05365801,53667.2
05365851,3601
05365861,81081.2
05365891,27779
05365901,79242.6
05365931,155936
05365961,180164.8
05365971,263955.6
05366041,94610
05366071,76930
05366111,16043
05366131,18686.6
05366151,71715.4
05366191,59144
05366221,89664.8
05366241,38196
05366251,118718
05366271,111899
05366301,70969
05366334,72196
05366361,119763
05366421,234978
05366431,265303.4
05366441,116445.6
05366451,101794
05366481,83211.6
05366511,57849
05366531,32372
05366541,13979
05366571,33022
05366581,38767
05366591,53520.8
05366611,140203
05366661,54358
05366683,73584
05366691,25407
05366711,65989
05366741,149211
05366771,57081.4
05366781,119227
05366841,27008.4
05366911,3900.4
05201374,24534.8
05201414,36257
05201464,74146
05201474,16547
05201664,238018
05201674,60400
05201694,195740
05201724,60681
05201734,43518
05201744,195344
05201774,73020.4
05201824,17855
05201874,181473.6
05201884,79873
05201894,14313
05201914,2290
05201934,331399.6
05201954,179511
05201964,71726.6
05201974,20986
05201994,74227
05202004,51479
05202024,59014
05202074,75744
05202184,2536
05202224,227874.2
05202284,128302.4
05202294,114567
05202304,99214.4
05202344,25131
05202354,6691
05202424,70669
05202444,130100.6
05202484,60554.8
05202504,14599.2
05202544,93494
05202584,32314
05202614,127335
05202624,90643.2
05202684,47811
05202734,67179.4
05202744,42560
05202764,116762
05202784,16753.4
05202804,50996.4
