NEWID,FINCATAX
1063353,59622
1063363,44000
1063373,30346
1063383,620
1063393,0
1063404,22000
1063424,16932
1063433,119456
1063453,1500
1063464,52050
1063474,15153
1063493,20974
1063503,0
1063543,-4200
1063563,70306
1063574,42543
1063583,100000
1063594,37284
1063603,6322
1063613,46458
1063623,21466
1063633,63050
1063644,0
1063653,25928
1063665,28800
1063673,20785
1063683,25092
1063703,48075
1063715,15338
1063733,21200
1063743,0
1063753,36851
1063774,0
1063793,54000
1063803,20210
1063823,12210
1063833,29800
1063843,20202
1063853,14712
1063863,0
1063873,63177
1063885,34200
1063893,0
1063903,12535
1063923,20172
1063943,48010
1063953,0
1063963,89302
1063973,106432
1063983,44541
1063994,0
1064003,18000
1064013,8810
1064023,0
1064033,6873
1064043,15030
1064053,260039
1064063,82903
1064073,9257
1064083,13047
1064093,77856
1064113,0
1064123,16542
1064135,24174
1064143,101609
1064153,32994
1064173,82590
1064183,70000
1064193,9300
1064203,49534
1064233,21464
1064253,6204
1064263,88356
1064273,30000
1064283,40558
1064303,26285
1064314,0
1064325,0
1064333,5492
1064373,11925
1064384,122200
1064393,-7067
1064404,64667
1064413,32170
1064424,546
1064433,35000
1064444,30015
1064463,7370
1064473,41020
1064483,30164
1064493,78989
1064503,59227
1064513,41698
1064523,0
1064535,31610
1064544,2920
1064553,3064
1064573,0
1064583,23757
1064594,62000
1064613,10290
1064623,0
1064633,13668
1064643,4446
1064653,46450
1064663,57910
1064674,0
1064685,600
1064703,38000
1064713,0
1064723,4944
1064733,57418
1064743,47745
1064753,1190
1064763,24737
1064773,28079
1064783,10200
1064793,7
1064803,0
1064813,27658
1064833,12801
1064843,34358
1064853,41000
1064863,20100
1064873,35875
1064884,0
1064894,63040
1064903,0
1064913,13152
1064923,24704
1064933,37102
1064943,546
1064953,64302
1064963,1200
1064973,128006
1064993,52700
1065003,3449
1065013,39418
1065033,20000
1065065,13272
1065083,12096
1065093,12414
1065113,46146
1065123,0
1065133,13780
1065143,15346
1065154,0
1065163,0
1065173,61158
1065183,9243
1065203,43885
1065213,60639
1065224,250
1065233,73652
1065243,40010
1065253,24192
1065263,37931
1065283,39000
1065294,75000
1065313,31920
1065323,8800
1065335,546
1065343,15381
1065353,48992
1065363,29600
1065373,44562
1065383,4000
1065403,54869
1065415,17760
1065423,24000
1065433,28519
1065453,11614
1065463,62517
1065474,1092
1065483,-3817
1065493,7572
1065503,1092
1065523,78318
1065533,92937
1065543,0
1065563,9918
1065574,28100
1065583,82256
1065593,40000
1065603,63689
1065613,79670
1065623,13235
1065635,66543
1065643,0
1065653,0
1065663,42000
1065673,0
1065683,25500
1065695,9216
1065703,40500
1065713,2100
1065723,32055
1065733,65744
1065743,72082
1065753,45050
1065763,82800
1065783,228138
1065793,38224
1065813,4564
1065824,0
1065834,58640
1065844,32958
1065865,41550
1065873,20000
1065903,59637
1065913,33040
1065923,546
1065934,60000
1065943,19688
1065953,0
1065964,21480
1065973,11379
1065983,0
1065993,8640
1066013,20506
1066024,52940
1066033,32165
1066043,39250
1066055,20771
1066075,59000
1066083,1100
1066093,81675
1066103,22266
1066113,546
1066125,14519
1066133,0
1066143,546
1066153,13074
1066163,42000
1066174,17132
1066183,0
1066203,45561
1066215,52000
1066223,16032
1066234,36672
1066243,21181
1066253,0
1066273,8946
1066283,62761
1066293,14617
1066303,33363
1066313,0
1066323,25009
1066353,68724
1066363,47569
1066383,13237
1066393,0
1066403,25564
1066423,52400
1066433,1825
1066463,33046
1066473,16746
1066483,29300
1066493,23904
1066503,6426
1066513,0
1066523,31464
1066533,8460
1066543,28534
1066553,40000
1066573,26985
1066583,-125
1066593,19440
1066603,47300
1066613,15682
1066623,17064
1066633,27274
1066644,0
1066653,81762
1066663,19000
1066683,0
1066703,0
1066713,26242
1066723,5544
1066735,15000
1066743,75411
1066773,32215
1066785,20860
1066793,34528
1066803,0
1066823,61037
1066833,0
1066843,50800
1066854,0
1066875,0
1066883,24615
1066893,37210
1066904,0
1066943,40000
1066953,3300
1066973,45445
1066983,100000
1066993,29571
1067003,37569
1067015,0
1067023,32955
1067063,79146
1067073,2000
1067083,12756
1067093,29883
1067113,87000
1067123,12420
1067133,5951
1067143,18922
1067154,82969
1067173,72719
1067185,0
1067194,0
1067203,9829
1067223,546
1067234,53532
1067243,98227
1067253,27100
1067263,37677
1067273,0
1067283,73937
1067293,51300
1067303,85932
1067313,105550
1067323,12104
1067343,0
1067353,480
1067373,0
1067423,0
1067433,79000
1067443,56233
1067453,0
1067463,34232
1067475,90500
1067483,73387
1067503,90000
1067513,68932
1067523,4140
1067533,0
1067543,8400
1067555,13736
1067563,12000
1067573,83600
1067594,0
1067603,8400
1067624,59073
1067643,46095
1067653,11946
1067663,44113
1067673,26201
1067693,71806
1067703,11040
1067723,20603
1067743,53868
1067753,0
1067764,0
1067773,42833
1067783,33540
1067803,1092
1067813,275709
1067823,26781
1067833,9000
1067843,54410
1067853,38000
1067865,40000
1067883,32394
1067893,82920
1067903,0
1067913,0
1067934,0
1067943,25577
1067953,0
1067963,253709
1067973,20268
1067993,11934
1068003,130013
1068023,21432
1068043,23000
1068055,24982
1068063,53000
1068073,1000
1068083,50775
1068093,45000
1068103,69786
1068113,140400
1068125,0
1068133,14012
1068143,119496
1068153,7086
1068163,5064
1068173,0
1068183,75000
1068193,27492
1068203,93269
1068213,10002
1068223,0
1068233,52621
1068243,76004
1068255,6408
1068263,23817
1068283,1965
1068295,0
1068304,45000
1068314,2370
1068323,68000
1068333,22746
1068345,67349
1068353,28656
1068363,700
1068373,71832
1068383,43500
1068393,344886
1068403,0
1068413,0
1068423,51984
1068434,27651
1068444,63886
1068453,55304
1068473,7906
1068483,113746
1068494,546
1068503,11240
1068513,546
1068523,0
1068545,41446
1068555,57732
1068563,139500
1068583,46000
1068593,53962
1068623,20670
1068653,91105
1068663,0
1068673,73229
1068683,12525
1068693,61800
1068703,75000
1068713,66564
1068733,89700
1068743,71947
1068753,114817
1068763,800
1068773,0
1068783,15010
1068793,32300
1068813,21120
1068843,0
1068863,23500
1068873,32262
1068883,39832
1068893,0
1068903,60400
1068913,0
1068923,333886
1068933,2927
1068943,17007
1068953,30000
1068963,15954
1068973,0
1069003,-174
1069013,28000
1069023,12321
1069033,21850
1069043,5950
1069053,56926
1069063,546
1069075,16993
1069083,20229
1069093,38769
1069113,21000
1069123,2800
1069134,0
1069143,45000
1069154,38860
1069164,24000
1069173,23966
1069183,546
1069193,32618
1069203,1092
1069213,68342
1069223,4428
1069233,26000
1069245,55850
1069253,86238
1069263,10290
1069273,47000
1069303,18371
1069313,30700
1069333,36000
1069353,11250
1069373,110000
1069394,28448
1069403,151000
1069414,11224
1069433,62382
1069463,12146
1069474,1092
1069493,26986
1069513,7110
1069523,12090
1069533,41146
1069544,0
1069553,53000
1069563,14148
1069573,10940
1069583,11394
1069593,129625
1069603,6235
1069614,13310
1069623,70250
1069633,11100
1069645,74849
1069663,17886
1069673,32367
1069693,34399
1069703,29250
1069715,0
1069723,24546
1069733,0
1069743,0
1069763,0
1069773,61800
1069784,0
1069793,35500
1069803,80000
1069823,18885
1069843,22937
1069853,-124
1069863,0
1069873,26500
1069883,65000
1069893,45273
1069903,1092
1069923,11531
1069933,3500
1069943,70682
1069954,13000
1069963,0
1069973,910
1069983,67100
1069993,187735
1070003,0
1070013,14652
1070023,38500
1070033,134546
1070043,36191
1070053,0
1070063,49777
1070073,23597
1070085,35200
1070093,21600
1070103,0
1070123,0
1070145,16700
1070153,4010
1070163,1
1070173,14175
1070193,50690
1070205,10560
1070213,12990
1070224,17517
1070233,14946
1070243,10146
1070253,9727
1070263,0
1070273,15910
1070283,20730
1070293,33995
1070305,0
1070315,6583
1070324,7986
1070345,41200
1070355,37000
1070363,95200
1070373,0
1070383,72000
1070393,0
1070403,0
1070423,5858
1070433,0
1070443,37679
1070453,-53
1070463,65959
1070473,81273
1070483,29279
1070493,41931
1070523,16168
1070533,52806
1070553,0
1070573,44124
1070583,25900
1070603,10860
1070613,35761
1070633,25000
1070643,0
1070653,84472
1070663,8500
1070673,50497
1070683,16826
1070693,2500
1070704,26000
1070725,28535
1070735,0
1070743,14832
1070753,53360
1070763,27010
1070773,36215
1070783,0
1070793,35000
1070803,0
1070813,6930
1070824,12000
1070833,18904
1070843,107127
1070853,25005
1070863,9764
1070873,32511
1070883,36700
1070893,35700
1070903,0
1070913,0
1070923,0
1070933,4952
1070943,17108
1070973,6578
1071005,0
1071013,32019
1071024,0
1071033,81190
1071043,90208
1071053,19670
1071063,0
1071073,30622
1071083,49000
1071093,35717
1071103,27795
1071113,76699
1071125,8746
1071133,47448
1071143,9030
1071153,34082
1071163,22687
1071173,103820
1071183,25248
1071193,166000
1071203,11904
1071225,9645
1071233,91
1071244,546
1071273,9600
1071283,16900
1071293,22975
1071323,25276
1071343,46000
1071354,21484
1071363,0
1071373,10891
1071383,10554
1071393,125000
1071403,75300
1071414,0
1071433,0
1071443,15492
1071483,21538
1071494,55946
1071513,50493
1071523,97000
1071553,25150
1071563,0
1071593,32200
1071603,38000
1071624,0
1071633,5892
1071643,16363
1071653,8506
1071663,32000
1071673,0
1071683,50383
1071693,16818
1071703,0
1071733,52554
1071743,35000
1071754,12144
1071763,10050
1071773,46598
1071783,20292
1071793,0
1071803,10484
1071813,32170
1071833,19536
1071843,35400
1071863,0
1071874,20940
1071883,34282
1071893,546
1071903,46200
1071913,37850
1071923,22875
1071933,12504
1071943,0
1071953,16392
1071973,0
1071985,13181
1071993,0
1072003,37205
1072013,124604
1072023,28000
1072033,18312
1072045,35060
1072053,35800
1072065,0
1072073,79230
1072083,28000
1072093,19636
1072103,9906
1072113,14600
1072133,36347
1072143,14546
1072163,28271
1072173,69691
1072183,0
1072193,25140
1072203,59116
1072213,546
1072223,3000
1072233,0
1072263,16000
1072273,1623
1072283,35305
1072313,103346
1072323,45795
1072353,26165
1072363,47686
1072375,0
1072384,0
1072393,33179
1072404,16858
1072423,11010
1072433,0
1072453,104917
1072463,29514
1072484,0
1072493,3450
1072503,0
1072513,60400
1072523,0
1072535,118050
1072543,10650
1072553,125433
1072563,87056
1072573,70693
1072593,-2344
1072603,21910
1072613,25400
1072623,6546
1072643,11022
1072653,14284
1072663,19332
1072673,22290
1072683,8268
1072703,10824
1072713,19146
1072723,52898
1072733,-5
1072743,67671
1072763,24730
1072773,73791
1072785,52997
1072803,11587
1072813,8412
1072823,52155
1072833,51185
1072843,1550
1072863,29946
1072873,34875
1072903,38324
1072913,0
1072923,29000
1072943,24810
1072953,24039
1072965,8900
1072974,40850
1072984,5000
1072993,0
1073003,16135
1073013,0
1073023,0
1073043,0
1073053,286128
1073063,3
1073073,281
1073093,67172
1073104,0
1073113,27720
1073124,32000
1073133,2466
1073153,88336
1073163,39312
1073183,9558
1073193,82400
1073203,80200
1073214,0
1073223,12880
1073235,0
1073243,1092
1073253,60000
1073263,51176
1073283,5000
1073293,7086
1073304,82000
1073323,149250
1073343,0
1073355,40000
1073373,38789
1073383,25162
1073393,32450
1073425,1092
1073443,27000
1073464,14046
1073473,3000
1073493,1092
1073503,48334
1073513,27904
1073523,47571
1073534,75000
1073543,25200
1073553,88362
1073573,27936
1073583,34800
1073593,20500
1073603,62495
1073613,49440
1073633,0
1073643,35693
1073653,9258
1073663,22004
1073673,86675
1073684,47953
1073713,546
1073723,52083
1073733,66382
1073743,43164
1073753,12130
1073763,23738
1073775,10300
1073783,44800
1073793,6906
1073823,42115
1073843,45000
1073863,0
1073873,37800
1073883,1092
1073893,40000
1073903,33621
1073915,0
1073924,0
1073933,21089
1073943,44482
1073963,65000
1073973,25431
1073983,67935
1073993,20000
1074013,115250
1074023,44640
1074033,28568
1074043,45944
1074053,23628
1074063,546
1074073,28201
1074083,14028
1074093,56261
1074113,24960
1074123,76609
1074143,36000
1074153,91959
1074163,85425
1074183,33255
1074193,6312
1074203,26270
1074213,36640
1074223,0
1074233,66000
1074243,0
1074253,28946
1074273,36000
1074284,34000
1074293,6870
1074305,40382
1074313,24930
1074323,17200
1074333,0
1074343,10400
1074383,0
1074405,36420
1074413,0
1074423,5018
1074433,25898
1074455,14000
1074463,47074
1074473,12667
1074483,14946
1074493,0
1074503,0
1074513,19278
1074523,96476
1074533,-2200
1074543,136335
1074573,27646
1074593,8946
1074603,10128
1074625,60000
1074633,316
1074643,0
1074653,28122
1074663,117526
1074673,14208
1074683,0
1074693,135748
1074715,29167
1074723,2700
1074733,6538
1074763,0
1074773,62875
1074783,19900
1074793,3000
1074803,55000
1074833,112000
1074843,75223
1074863,9247
1074874,25833
1074893,32452
1074903,30000
1074923,7860
1074933,19799
1074945,73500
1074953,52150
1074963,12450
1074984,0
1074993,28000
1075023,0
1075033,17292
1075043,25480
1075053,33182
1075073,7288
1075083,51972
1075094,546
1075103,120868
1075113,91428
1075133,24859
1075143,45200
1075154,0
1075163,11346
1075183,16660
1075193,91743
1075203,48465
1075213,30000
1075223,63000
1075243,0
1075253,46948
1075263,26312
1075273,51400
1075293,30578
1075304,11658
1075323,78553
1075353,49061
1075363,-82
1075383,0
1075403,55288
1075413,6018
1075423,0
1075433,84192
1075443,46500
1075463,64622
1075474,12561
1075513,40379
1075523,40030
1075533,563
1075553,0
1075563,63262
1075573,57200
1075583,21290
1075593,19234
1075603,6000
1075613,62364
1075625,10257
1075633,-500
1075653,109636
1075673,0
1075684,0
1075693,30639
1075714,39346
1075723,30160
1075743,27876
1075783,29617
1075793,28585
1075803,116781
1075813,20940
1075823,63082
1075843,110645
1075853,15495
1075863,21686
1075873,22320
1075883,20
1075893,54200
1075913,22795
1075923,6578
1075943,68265
1075953,546
1075963,31030
1075973,64970
1075985,8489
1075993,88879
1076003,21054
1076023,57565
1076033,40262
1076043,33495
1076053,60007
1076064,1092
1076084,766
1076103,7728
1076113,35051
1076123,34464
1076143,42711
1076163,24000
1076173,13690
1076183,41132
1076193,65000
1076203,6810
1076213,4
1076223,51402
1076233,41820
1076243,0
1076253,60354
1076265,36516
1076273,0
1076283,41395
1076293,0
1076313,2500
1076325,42000
1076333,40497
1076343,19500
1076363,46300
1076373,0
1076383,0
1076393,14414
1076403,65768
1076413,28803
1076433,8400
1076453,65736
1076463,19263
1076473,14914
1076483,284209
1076493,39781
1076514,0
1076524,20059
1076533,29814
1076543,12000
1076553,50519
1076563,71589
1076585,13160
1076593,7488
1076613,-800
1076623,139800
1076633,60348
1076643,0
1076654,0
1076664,4000
1076673,21200
1076684,46455
1076695,400
1076703,41833
1076713,56034
1076734,10120
1076744,70520
1076753,43764
1076774,32946
1076783,23383
1076793,195700
1076803,38546
1076813,78974
1076833,150
1076843,7644
1076863,16902
1076873,77300
1076883,0
1076893,13436
1076903,160346
1076913,47000
1076943,3060
1076953,39481
1076964,59000
1076973,9095
1076983,546
1076993,39500
1077013,17796
1077033,546
1077043,40000
1077053,102651
1077063,16048
1077083,28258
1077093,156440
1077113,97382
1077123,16900
1077133,23854
1077145,14712
1077153,27720
1077163,0
1077173,21555
1077183,17214
1077193,9490
1077204,39944
1077213,34029
1077223,116717
1077233,266
1077245,27947
1077253,1092
1077263,0
1077273,34564
1077284,41460
1077293,38039
1077303,8886
1077313,38680
1077323,8118
1077333,0
1077353,307576
1077363,0
1077373,48508
1077403,49500
1077423,10218
1077433,19857
1077443,9564
1077453,5964
1077463,4980
1077473,11623
1077483,-2300
1077503,0
1077513,34174
1077533,158412
1077543,30000
1077553,27300
1077563,6000
1077573,0
1077583,64000
1077593,19000
1077604,1092
1077613,10672
1077623,0
1077633,54953
1077644,0
1077663,19585
1077673,85500
1077683,1400
1077703,1294
1077713,53200
1077733,58525
1077743,-908
1077753,59111
1077763,260209
1077773,42756
1077793,0
1077813,10986
1077823,54544
1077833,31493
1077843,19428
1077853,4909
1077863,516
1077873,42889
1077884,17764
1077893,7386
1077903,0
1077913,13194
1077923,40000
1077933,53263
1077943,8980
1077953,32600
1077963,26617
1077973,77000
1077993,57592
1078003,27571
1078014,60000
1078044,0
1078053,0
1078063,68500
1078073,21833
1078083,71470
1078103,17000
1078114,0
1078123,21000
1078133,12612
1078155,116765
1078173,81500
1078183,76100
1078203,48800
1078213,72000
1078233,546
1078243,38000
1078253,48464
1078263,80510
1078273,289242
1078293,20000
1078305,26230
1078313,15096
1078334,666
1078353,93850
1078365,0
1078384,0
1078393,5979
1078403,22090
1078413,125000
1078423,14814
1078444,25305
1078463,0
1078473,42515
1078483,41292
1078493,0
1078513,1092
1078523,11880
1078533,19938
1078543,74925
1078553,39478
1078563,60442
1078574,-3000
1078603,19500
1078613,0
1078623,1092
1078634,20000
1078643,15083
1078663,42764
1078673,11899
1078684,4710
1078693,19746
1078703,27529
1078715,0
1078723,0
1078733,0
1078743,15858
1078753,66667
1078764,65600
1078785,26701
1078793,41272
1078803,0
1078815,40000
1078823,66283
1078833,1200
1078844,0
1078853,18013
1078873,17364
1078883,16146
1078893,34115
1078903,0
1078913,0
1078923,9962
1078933,9329
1078943,8538
1078953,-3000
1078965,53704
1078973,29836
1078983,9466
1078993,40546
1079004,4000
1079013,29718
1079024,19788
1079033,650
1079043,79144
1079053,18392
1079073,4398
1079083,570
1079093,16001
1079103,12684
1079113,7800
1079123,29094
1079133,71326
1079163,11384
1079173,8136
1079184,65000
1079193,31810
1079203,45000
1079213,73153
1079223,18129
1079243,106365
1079253,15593
1079263,24362
1079273,1296
1079294,0
1079303,54619
1079313,53500
1079333,9600
1079343,130600
1079363,38598
1079374,9113
1079383,4611
1079393,61800
1079403,0
1079414,18000
1079423,41876
1079433,83645
1079443,0
1079453,5376
1079473,44890
1079484,7000
1079513,7776
1079523,41319
1079533,18951
1079543,14022
1079553,52941
1079564,0
1079583,5610
1079593,8469
1079603,24634
1079613,546
1079633,0
1079643,0
1079654,0
1079663,22406
1079673,26357
1079683,45446
1079695,11322
1079713,1245
1079723,5490
1079733,65167
1079743,21750
1079753,22640
1079763,87534
1079773,70371
1079783,3056
1079804,0
1079813,12066
1079834,90000
1079853,28391
1079863,26259
1079883,28144
1079893,15466
1079903,55200
1079913,41200
1079933,20500
1079953,100000
1079963,29600
1079973,39890
1079983,163403
1080003,18896
1080034,102950
1080043,1092
1080055,0
1080063,57712
1080073,0
1080083,10527
1080094,0
1080113,546
1080123,19418
1080133,28246
1080143,12634
1080153,23555
1080163,45976
1080173,40120
1080183,59183
1080193,12023
1080203,4231
1080213,75243
1080224,0
1080243,15558
1080253,40000
1080263,51168
1080273,16900
1080283,0
1080293,9289
1080303,11220
1080313,0
1080323,40000
1080333,60000
1080343,5994
1080353,56380
1080363,43000
1080373,31276
1080383,21600
1080393,546
1080403,0
1080423,16700
1080433,56389
1080443,5346
1080453,24736
1080463,40852
1080473,37697
1080484,6000
1080493,68808
1080503,20115
1080513,27640
1080523,23027
1080533,30719
1080543,51220
1080553,109200
1080563,33492
1080573,14570
1080583,58563
1080593,16505
1080613,42211
1080623,43000
1080633,68618
1080644,35324
1080653,13314
1080663,520
1080685,33000
1080693,22800
1080703,70860
1080714,3300
1080733,6500
1080743,16103
1080793,0
1080803,30000
1080813,56128
1080823,50000
1080833,66895
1080843,91800
1080853,21769
1080863,58365
1080873,23904
1080883,17670
1080904,11500
1080913,40000
1080923,73590
1080943,38813
1080953,0
1080973,48700
1080983,11346
1080993,33191
1081003,24234
1081013,0
1081033,0
1081043,26436
1081053,8418
1081063,-88
1081074,10946
1081083,15203
1081093,0
1081115,46168
1081124,16280
1081133,30494
1081143,34514
1081153,47600
1081163,0
1081173,20000
1081183,50000
1081193,12167
1081204,0
1081213,6144
1081233,28035
1081243,22922
1081253,58535
1081263,127332
1081273,66972
1081284,100800
1081303,8800
1081313,15202
1081323,7242
1081334,66000
1081344,0
1081353,32160
1081363,13056
1081373,9582
1081403,19668
1081434,43917
1081445,37000
1081463,65800
1081473,3000
1081484,46050
1081493,0
1081513,39424
1081523,29738
1081553,13308
1081563,28576
1081573,26058
1081583,10923
1081593,108397
1081603,47320
1081613,0
1081623,9870
1081633,75080
1081643,92000
1081655,66750
1081663,58978
1081683,75571
1081704,34000
1081713,0
1081734,14838
1081743,20448
1081753,95000
1081773,136800
1081794,30000
1081804,14153
1081813,48740
1081835,23500
1081843,113600
1081853,9556
1081865,0
1081874,71801
1081883,42100
1081903,48392
1081913,0
1081933,20054
1081943,62900
1081953,4158
1081973,4446
1081983,72277
1081993,0
1082003,54222
1082013,44600
1082023,22934
1082033,77000
1082043,26034
1082053,-149
1082063,0
1082073,5246
1082084,52524
1082093,67430
1082113,9426
1082123,29418
1082133,63905
1082143,1000
1082153,1092
1082165,1092
1082173,0
1082183,4800
1082194,0
1082203,0
1082214,68700
1082223,0
1082233,2350
1082243,0
1082253,42000
1082263,26822
1082273,0
1082283,82600
1082293,20648
1082303,16000
1082314,105000
1082323,64840
1082343,25000
1082385,75552
1082393,35000
1082403,29074
1082413,17292
1082423,133585
1082433,35500
1082443,0
1082453,62600
1082463,46018
1082473,10300
1082493,40395
1082503,0
1082513,35500
1082533,10050
1082543,36462
1082564,39700
1082573,5
1082583,45711
1082593,14728
1082614,75448
1082633,4800
1082643,22412
1082653,78524
1082673,0
1082683,8580
1082693,280169
1082704,26100
1082713,54090
1082723,49798
1082733,51186
1082744,41400
1082763,43857
1082773,18700
1082783,10488
1082793,5286
1082803,48769
1082813,14414
1082823,0
1082833,51383
1082843,101110
1082873,18179
1082883,546
1082893,66959
1082903,1092
1082923,333886
1082933,9720
1082943,34146
1082963,546
1082973,17250
1082983,17902
1082993,46164
1083003,12792
1083013,3000
1083024,0
1083045,20377
1083053,9036
1083073,49844
1083093,5451
1083103,51798
1083113,1380
1083123,105546
1083143,23154
1083153,65000
1083163,-44111
1083173,11700
1083183,0
1083193,17747
1083203,31500
1083213,27754
1083223,15578
1083233,74315
1083263,28890
1083283,38056
1083293,77000
1083304,68500
1083313,118206
1083325,4000
1083333,20199
1083343,23412
1083353,90000
1083364,41900
1083373,9115
1083383,0
1083394,9653
1083403,18080
1083413,79700
1083423,13841
1083433,49820
1083443,48667
1083463,115700
1083473,17700
1083483,52302
1083493,68734
1083503,36436
1083513,32725
1083533,16098
1083544,8000
1083553,54000
1083563,58070
1083573,63419
1083593,9186
1083613,0
1083623,34417
1083633,103000
1083643,1092
1083653,65070
1083662,35000
1083672,0
1083682,55600
1083692,72
1083702,0
1083712,0
1083722,16472
1083732,29847
1083742,13200
1083753,0
1083762,85000
1083773,0
1083782,20070
1083792,0
1083802,11505
1083812,-3200
1083822,0
1083832,0
1083842,95789
1083852,12084
1083862,56750
1083873,0
1083882,68133
1083893,0
1083902,16080
1083912,14922
1083922,33287
1083933,21000
1083942,56438
1083952,31600
1083962,34000
1083972,14416
1083982,49134
1083992,26952
1084002,13020
1084012,59825
1084022,19692
1084032,151040
1084043,0
1084052,23951
1084062,0
1084073,1880
1084082,75000
1084092,0
1084105,10000
1084112,29122
1084122,25260
1084132,159583
1084142,13055
1084152,228
1084163,39756
1084173,126000
1084183,10146
1084192,44200
1084205,9200
1084212,59965
1084222,696
1084232,31000
1084242,1092
1084253,0
1084262,98926
1084272,0
1084283,546
1084292,200
1084302,0
1084312,51500
1084322,31885
1084332,14204
1084342,62487
1084353,0
1084363,2500
1084372,98409
1084382,5376
1084392,0
1084402,40321
1084412,56500
1084422,0
1084434,16066
1084442,33640
1084452,75100
1084462,546
1084472,34000
1084482,42061
1084492,23425
1084502,66900
1084512,2050
1084522,0
1084532,99148
1084542,0
1084552,11500
1084562,158000
1084572,95000
1084584,0
1084593,17544
1084602,75241
1084612,21610
1084622,546
1084632,49186
1084645,0
1084653,0
1084662,3000
1084672,37503
1084682,10746
1084695,0
1084702,0
1084712,78589
1084722,31741
1084732,0
1084742,0
1084752,32657
1084765,1200
1084772,22300
1084782,32007
1084792,9305
1084802,20630
1084812,55102
1084822,197596
1084835,351086
1084842,37772
1084853,37931
1084863,22692
1084872,0
1084882,24846
1084892,24200
1084902,7098
1084912,0
1084923,3882
1084932,75184
1084942,48315
1084952,28000
1084962,47371
1084974,0
1084983,76153
1084992,10770
1085002,23864
1085012,86492
1085022,6000
1085033,18300
1085042,36000
1085052,13240
1085063,6750
1085073,0
1085082,546
1085092,105104
1085102,0
1085115,39216
1085124,15000
1085132,17700
1085142,49673
1085153,113800
1085162,22584
1085172,26880
1085183,111250
1085192,48148
1085202,118539
1085212,18546
1085222,20560
1085232,0
1085242,38800
1085252,0
1085262,30000
1085272,19430
1085282,48000
1085292,10449
1085302,8880
1085312,18546
1085322,84000
1085332,59567
1085342,5692
1085352,14964
1085362,31307
1085372,40125
1085382,50
1085392,43552
1085405,11360
1085412,53461
1085425,12600
1085432,18130
1085442,25230
1085452,5750
1085462,39551
1085472,0
1085483,14000
1085492,47000
1085502,81345
1085513,1092
1085522,200
1085532,24317
1085542,7036
1085552,27820
1085562,6585
1085574,37400
1085582,7200
1085592,49000
1085602,0
1085612,56000
1085622,17000
1085632,21847
1085642,42560
1085652,101370
1085662,34272
1085672,12024
1085683,64300
1085692,39000
1085702,106596
1085712,42530
1085722,3261
1085732,30203
1085744,65908
1085752,21000
1085762,12640
1085772,0
1085784,13963
1085792,0
1085805,18900
1085812,22000
1085822,0
1085832,0
1085842,58147
1085852,44002
1085865,35364
1085872,44160
1085882,51000
1085892,216192
1085902,35000
1085912,0
1085922,16220
1085932,14040
1085942,0
1085953,90000
1085962,33109
1085972,546
1085982,23023
1085993,32000
1086002,0
1086012,10737
1086022,16736
1086032,4542
1086042,30136
1086052,48591
1086062,10110
1086072,41078
1086082,23300
1086093,0
1086102,31550
1086112,0
1086122,41600
1086132,30900
1086142,60206
1086152,0
1086162,149000
1086172,8022
1086182,41701
1086192,24765
1086202,56416
1086212,13550
1086222,13748
1086233,97000
1086245,22764
1086252,45266
1086262,26720
1086272,91261
1086282,12660
1086292,22692
1086302,103000
1086312,5000
1086322,-1100
1086332,33802
1086342,35000
1086352,12200
1086362,50300
1086372,36500
1086383,0
1086394,12546
1086403,0
1086412,9610
1086425,0
1086433,34000
1086442,26892
1086452,0
1086462,60000
1086472,26956
1086482,0
1086494,0
1086502,52442
1086512,659
1086525,2880
1086532,720
1086542,0
1086552,17740
1086562,546
1086572,9126
1086582,55514
1086592,22962
1086604,25715
1086614,1700
1086622,72010
1086632,57455
1086642,64337
1086652,79380
1086662,14644
1086672,34750
1086682,7986
1086692,25320
1086705,13380
1086712,0
1086722,9025
1086732,10400
1086742,46800
1086752,8000
1086762,45000
1086772,34000
1086785,0
1086792,20082
1086802,0
1086812,6546
1086822,25522
1086832,44403
1086845,27450
1086853,8000
1086862,11346
1086872,260209
1086882,19409
1086892,0
1086902,144400
1086912,112000
1086922,34000
1086935,0
1086942,14760
1086952,12414
1086963,0
1086974,23592
1086982,9342
1086992,58800
1087002,2276
1087012,13176
1087023,8340
1087032,73200
1087042,0
1087052,655
1087062,48450
1087075,48999
1087082,44388
1087092,285103
1087102,15120
1087114,660
1087122,0
1087132,64749
1087142,38805
1087152,13800
1087162,83267
1087173,0
1087182,38000
1087192,74123
1087202,10216
1087212,87967
1087222,162499
1087234,24000
1087242,2450
1087253,45000
1087262,19446
1087272,8811
1087285,0
1087292,55627
1087302,27700
1087312,0
1087322,23173
1087332,30096
1087342,168715
1087352,25183
1087362,44696
1087372,0
1087382,0
1087392,36576
1087402,10400
1087413,0
1087422,49853
1087432,68400
1087442,42988
1087452,0
1087462,26416
1087473,23400
1087482,0
1087492,40000
1087502,10000
1087514,2520
1087524,5204
1087535,77680
1087544,400
1087552,1787
1087562,41100
1087572,18141
1087582,19718
1087592,46675
1087602,52069
1087612,77413
1087622,99000
1087632,36000
1087642,14000
1087652,85866
1087662,107844
1087673,0
1087682,42110
1087692,-57059
1087702,16705
1087712,1000
1087722,3992
1087735,41117
1087742,137323
