NEWID,FINCATAX
1039995,15001
1040005,40000
1040015,30000
1040035,110300
1040045,1092
1040055,12294
1040075,72230
1040085,28700
1040095,0
1040105,13934
1040145,21972
1040155,23683
1040185,16034
1040205,105207
1040235,13896
1040245,13063
1040275,20000
1040295,18000
1040305,89946
1040315,1092
1040335,19711
1040385,42081
1040395,17388
1040405,13484
1040415,36250
1040425,546
1040445,35570
1040455,13386
1040475,62149
1040485,51788
1040495,29500
1040515,13827
1040525,0
1040545,15839
1040565,1092
1040575,44350
1040585,3279
1040595,54620
1040605,30090
1040615,0
1040625,7584
1040635,17400
1040645,61760
1040665,0
1040675,9438
1040685,12500
1040715,80105
1040745,32200
1040755,0
1040775,0
1040785,13745
1040825,17806
1040845,18375
1040855,50827
1040865,27229
1040895,63093
1040905,24425
1040925,67007
1040935,72116
1040945,16692
1040955,37831
1040975,25999
1040995,-32235
1041015,0
1041025,72000
1041045,52293
1041055,15851
1041065,162531
1041075,61000
1041115,25702
1041145,8300
1041165,11562
1041175,121000
1041185,5000
1041205,0
1041215,25346
1041235,28646
1041255,92967
1041265,61247
1041285,36331
1041305,48200
1041345,0
1041355,206492
1041365,35714
1041375,96617
1041385,171530
1041405,148890
1041415,0
1041425,24157
1041485,23052
1041495,72900
1041505,67234
1041515,101000
1041525,12433
1041555,0
1041565,27600
1041575,0
1041585,37550
1041595,20350
1041605,12546
1041615,33348
1041665,74168
1041695,512
1041705,38382
1041725,39421
1041735,73000
1041745,0
1041755,18860
1041765,9486
1041775,22850
1041835,15972
1041845,107015
1041855,55660
1041865,34700
1041885,29000
1041905,186000
1041935,0
1041945,12600
1041955,18570
1041965,29638
1041995,0
1042005,18822
1042015,0
1042035,102689
1042045,74644
1042055,33000
1042065,82000
1042075,39781
1042085,261241
1042095,0
1042135,47597
1042145,75877
1042155,17954
1042165,18816
1042175,546
1042195,54355
1042215,33000
1042245,37550
1042255,113425
1042265,17000
1042275,14156
1042285,16104
1042305,41106
1042325,18013
1042345,21816
1042365,50400
1042375,20400
1042385,0
1042395,0
1042415,23927
1042445,37059
1042455,61300
1042465,27301
1042485,0
1042515,182
1042525,1163
1042575,9492
1042595,179250
1042615,36343
1042625,41862
1042645,0
1042655,40000
1042675,17478
1042685,0
1042705,43800
1042715,0
1042745,35507
1042775,46609
1042795,100836
1042815,392
1042855,39687
1042865,53328
1042875,30000
1042885,105000
1042895,61000
1042915,133719
1042945,43080
1042965,15000
1042995,0
1043005,0
1043015,16212
1043025,7885
1043055,102560
1043065,116096
1043075,60685
1043095,33295
1043115,55140
1043145,10320
1043155,28791
1043175,8458
1043185,17304
1043205,105000
1043225,0
1043245,35000
1043265,30317
1043275,20400
1043285,134217
1043295,14946
1043315,51009
1043325,0
1043345,67512
1043355,13914
1043365,600
1043375,43538
1043395,30937
1043415,150000
1043435,14000
1043445,61200
1043455,16651
1043475,30742
1043505,30000
1043515,120500
1043555,0
1043565,0
1043575,46905
1043585,70000
1043595,32000
1043605,40746
1043625,66800
1043635,43050
1043675,34106
1043685,0
1043695,72000
1043705,32990
1043715,63290
1043725,48101
1043745,25490
1043765,30540
1043775,59340
1043785,0
1043795,77595
1043805,0
1043825,48481
1043835,53540
1043845,10722
1043855,12349
1043865,88335
1043875,7600
1043885,168979
1043895,40780
1043925,7926
1043935,73961
1043945,12508
1043985,17382
1044015,40671
1044025,18221
1044035,47227
1044045,34500
1044055,17936
1044105,62996
1044155,126000
1044185,68000
1044195,2670
1044205,48859
1044215,62707
1044235,49826
1044275,0
1044285,0
1044295,105992
1044305,-2000
1044325,101400
1044335,50624
1044355,39472
1044375,65268
1044385,44292
1044415,0
1044425,92200
1044455,6648
1044465,24352
1044485,0
1044495,39182
1044505,63306
1044525,66590
1044535,810
1044545,17900
1044565,1092
1044575,117894
1044595,57516
1044615,0
1044625,13470
1044655,-33
1044665,80000
1044685,990
1044695,2000
1044715,12453
1044725,9800
1044755,60536
1044765,8966
1044805,54152
1044815,69915
1044835,20750
1044845,42581
1044855,85727
1044885,15586
1044895,70010
1044935,13900
1044955,58797
1044975,2382
1044985,0
1044995,34414
1045005,0
1045015,13200
1045025,78876
1045035,4829
1045045,27146
1045055,50000
1045065,99140
1045095,18350
1045125,0
1045135,43030
1045145,58565
1045155,9168
1045165,29706
1045175,54500
1045195,37841
1045205,14981
1045215,-23461
1045245,0
1045285,0
1045295,17188
1045315,0
1045405,71370
1045415,23000
1045425,11400
1045435,28000
1045445,27371
1045465,50000
1045475,9522
1045495,79600
1045505,237578
1045515,7820
1045525,52128
1045545,1092
1045575,28199
1045585,0
1045605,0
1045635,0
1045645,37086
1045665,30900
1045675,70000
1045685,39485
1045695,82158
1045745,17500
1045755,40000
1045765,35676
1045775,48430
1045865,57541
1045875,26833
1045885,546
1045895,446386
1045905,15619
1045915,53850
1045935,52108
1045945,214600
1045985,17400
1046015,35145
1046025,225934
1046045,400
1046085,23426
1046105,41100
1046115,0
1046125,55848
1046155,0
1046165,22718
1046195,0
1046235,101882
1046255,10336
1046275,240883
1046285,800
1046325,43300
1046345,27200
1046375,52000
1046395,-1300
1046405,14000
1046415,170100
1046435,0
1046445,1084
1046455,49915
1046475,41024
1046485,30911
1046495,31332
1046505,105946
1046535,53259
1046545,66622
1046555,10566
1046565,58327
1046585,9739
1046625,86004
1046665,240000
1046695,0
1046705,42324
1046735,20709
1046745,0
1046775,18720
1046795,0
1046815,45000
1046825,30337
1046835,800
1046855,24300
1046875,0
1046885,19076
1046895,39245
1046905,23482
1046935,59983
1046975,15589
1046995,26250
1047025,52000
1047035,31000
1047065,0
1047075,77911
1047085,44846
1047105,35000
1047115,22884
1047145,9800
1047155,546
1047175,127060
1047185,690
1047195,212292
1047205,16312
1047215,0
1047225,9686
1047235,9108
1047245,73231
1047255,546
1047265,12000
1047275,47770
1047325,33462
1047345,41685
1047405,62962
1047435,80600
1047445,94861
1047465,34776
1047475,9512
1047535,36000
1047565,54578
1047575,40000
1047585,126000
1047595,13326
1047615,76787
1047625,0
1047635,19551
1047655,18869
1047665,7807
1047675,30519
1047685,71483
1047695,149923
1047715,26495
1047745,53100
1047775,17606
1047785,37019
1047825,15534
1047855,51552
1047865,24474
1047875,50100
1047885,0
1047895,32000
1047915,0
1047935,87075
1047965,26000
1047975,49620
1047985,30000
1048005,0
1048015,0
1048025,97000
1048055,134900
1048065,7230
1048075,39372
1048095,24502
1048105,28721
1048135,0
1048145,56784
1048175,24130
1048185,47094
1048195,11800
1048215,1092
1048265,28459
1048285,546
1048295,37248
1048305,23560
1048335,28422
1048345,40300
1048355,41468
1048365,546
1048385,12690
1048395,8600
1048405,22083
1048415,0
1048425,27936
1048435,546
1048455,12100
1048475,16564
1048495,8400
1048505,54923
1048515,15732
1048525,28518
1048535,4776
1048545,0
1048565,14557
1048575,34700
1048585,10590
1048605,27101
1048615,73574
1048625,18264
1048635,60458
1048655,76500
1048675,0
1048695,28000
1048705,21500
1048735,34
1048745,84755
1048805,68797
1048855,60000
1048865,24911
1048915,87084
1048935,4488
1048955,7671
1048965,0
1048975,53790
1048985,21068
1049015,77000
1049045,44913
1049065,0
1049075,946
1049085,8322
1049095,0
1049105,29787
1049125,29554
1049155,51569
1049165,6384
1049185,546
1049195,12700
1049205,118300
1049215,31888
1049235,33944
1049245,24375
1049265,13598
1049275,0
1049305,34783
1049355,62188
1049375,26146
1049385,16212
1049395,55683
1049405,64285
1049445,0
1049465,68348
1049475,3940
1049485,19026
1049495,18989
1049505,37283
1049515,12503
1049525,93259
1049535,546
1049555,0
1049565,63200
1049585,59100
1049595,47296
1049605,66934
1049615,8010
1049625,68067
1049635,88100
1049645,94466
1049655,15930
1049715,51466
1049725,66465
1049755,41365
1049785,45600
1049805,270
1049815,41225
1049825,54500
1049855,74636
1049865,0
1049875,79839
1049895,50000
1049915,6000
1049945,66648
1049955,37578
1049965,21423
1050005,103820
1050015,8682
1050035,18600
1050045,0
1050055,9066
1050075,56700
1050095,90000
1050115,42331
1050125,2380
1050155,0
1050165,21492
1050195,8346
1050205,63672
1050215,88779
1050225,0
1050245,0
1050255,156344
1050285,1344
1050295,17750
1050315,0
1050335,61400
1050405,56997
1050425,0
1050465,40000
1050475,10584
1050495,0
1050505,14131
1050515,0
1050525,6546
1050535,13746
1050555,546
1050565,4040
1050575,19893
1050585,17346
1050605,240
1050625,6784
1050635,26304
1050655,0
1050695,30960
1050705,48026
1050725,10185
1050735,0
1050755,45589
1050765,546
1050785,4458
1050805,73790
1050825,18614
1050845,70031
1050865,0
1050875,26493
1050895,0
1050905,2400
1050915,0
1050985,19586
1051005,28786
1051035,60127
1051065,81280
1051075,27883
1051115,15000
1051125,2250
1051135,0
1051165,42053
1051195,40511
1051215,37336
1051225,58739
1051235,46222
1051245,156275
1051255,5526
1051265,34336
1051275,18166
1051285,400
1051325,0
1051345,273147
1051365,94397
1051405,47504
1051435,5400
1051445,139284
1051465,88000
1051475,32160
1051495,18603
1051515,56608
1051525,34229
1051535,18342
1051555,0
1051575,48178
1051585,12822
1051615,5960
1051625,13125
1051645,-3700
1051655,85906
1051695,0
1051705,51910
1051725,53944
1051735,28000
1051745,46230
1051755,70117
1051765,25186
1051775,12700
1051785,0
1051825,0
1051835,10092
1051875,33581
1051885,43066
1051895,271458
1051905,62182
1051915,16692
1051925,75000
1051935,15564
1051945,54306
1051955,91239
1051965,23388
1051975,70350
1051985,88545
1051995,111443
1052015,12666
1052025,76394
1052055,0
1052065,35691
1052095,55900
1052105,28405
1052135,8742
1052145,70285
1052155,0
1052175,34212
1052185,17116
1052195,60086
1052205,0
1052215,46416
1052225,64196
1052235,26283
1052265,72166
1052285,546
1052295,0
1052315,2700
1052325,0
1052355,24000
1052365,79000
1052375,57000
1052405,22177
1052415,62200
1052425,46707
1052435,7146
1052445,103408
1052475,18200
1052485,43721
1052505,3000
1052515,54671
1052525,10952
1052535,0
1052545,87879
1052565,14368
1052585,80000
1052605,0
1052615,16575
1052625,80046
1052645,54769
1052655,106850
1052665,0
1052685,48500
1052695,6000
1052705,14088
1052715,152883
1052725,0
1052735,70000
1052745,7692
1052755,18048
1052775,67774
1052785,546
1052795,63000
1052805,40154
1052815,0
1052835,1092
1052845,197680
1052875,0
1052885,0
1052905,0
1052945,65750
1052955,546
1052975,0
1052985,21252
1053015,9246
1053055,71000
1053075,52103
1053085,86000
1053095,11081
1053105,0
1053115,127067
1053125,10914
1053135,65000
1053155,47385
1053185,91959
1053195,18348
1053215,0
1053225,0
1053235,50260
1053255,83992
1053265,12066
1053275,102074
1053285,1092
1053295,67491
1053315,0
1053325,32783
1053335,0
1053365,59500
1053375,0
1053385,22393
1053405,2106
1053425,0
1053435,58881
1053445,139714
1053465,-42621
1053485,99000
1053495,11442
1053525,28369
1053545,141933
1053555,45000
1053565,35000
1053585,0
1053615,20946
1053665,0
1053685,4628
1053695,-1029
1053705,51132
1053715,7746
1053735,11963
1053765,74548
1053795,10359
1053805,35366
1053815,0
1053825,60400
1053845,7530
1053855,41020
1053875,32374
1053885,37634
1053895,76600
1053905,52710
1053955,32100
1053975,56900
1053995,40358
1054015,26374
1054025,6700
1054045,6739
1054055,43733
1054065,69620
1054085,70865
1054105,58491
1054115,47375
1054125,25026
1054145,8466
1054165,16964
1054175,0
1054215,21206
1054225,73289
1054245,0
1054255,546
1054275,60765
1054305,0
1054315,110
1054355,29000
1054375,0
1054385,0
1054395,8640
1054405,27000
1054415,0
1054425,5010
1054445,31000
1054455,0
1054465,119800
1054485,6000
1054495,28560
1054515,36000
1054525,38542
1054535,25380
1054555,41148
1054575,20460
1054595,103
1054605,50546
1054615,51323
1054635,19353
1054645,23000
1054675,900
1054695,0
1054705,90496
1054715,6216
1054725,37050
1054735,74583
1054755,15126
1054765,49377
1054775,489
1054835,14222
1054845,21400
1054855,46300
1054875,18888
1054885,19268
1054895,108045
1054925,0
1054935,6162
1054945,51346
1054955,24970
1054995,53094
1055005,15584
1055015,0
1055025,93400
1055035,50000
1055095,546
1055105,27000
1055125,0
1055145,23600
1055165,38333
1055195,50575
1055215,57460
1055225,68272
1055235,0
1055245,0
1055255,21000
1055265,11181
1055275,18144
1055295,49260
1055305,0
1055335,4872
1055345,80000
1055375,13005
1055405,274433
1055415,0
1055425,20426
1055435,0
1055455,147900
1055485,0
1055495,0
1055505,67914
1055535,12704
1055545,19009
1055565,27040
1055575,45010
1055615,19848
1055625,26190
1055635,26928
1055645,82664
1055655,76146
1055675,0
1055695,0
1055705,546
1055715,29700
1055745,85000
1055755,0
1055765,454
1055775,26963
1055795,57856
1055815,19575
1055825,85000
1055845,546
1055855,30989
1055875,7878
1055895,20000
1055915,20600
1055945,11735
1055965,25578
1056005,23000
1056015,14286
1056025,28522
1056075,12216
1056105,28020
1056125,381
1056135,89642
1056165,800
1056185,14533
1056195,0
1056255,5826
1056275,74557
1056285,78924
1056295,18000
1056305,101879
1056325,130536
1056345,0
1056355,0
1056365,0
1056415,0
1056425,54108
1056435,76842
1056445,18358
1056465,45926
1056495,0
1056515,32530
1056525,546
1056535,546
1056555,66100
1056565,0
1056585,11000
1056595,62000
1056605,8000
1056615,0
1056625,12000
1056635,11892
1056645,109210
1056685,39930
1056695,0
1056705,74474
1056715,0
1056735,17184
1056755,27646
1056765,23166
1056775,62600
1056785,26000
1056795,55845
1056805,46782
1056815,10560
1056825,92500
1056835,95023
1056845,6000
1056855,57706
1056865,290782
1056875,33442
1056885,0
1056895,74979
1056905,18262
1056925,8782
1056935,30026
1056945,30050
1056965,6144
1056985,546
1057005,93900
1057015,110092
1057025,0
1057055,0
1057065,12000
1057075,89430
1057085,20134
1057105,0
1057115,25961
1057135,48400
1057155,7722
1057165,20381
1057175,97880
1057185,37000
1057195,26399
1057205,15200
1057245,87000
1057255,4120
1057265,17540
1057295,124285
1057305,0
1057315,10000
1057335,95000
1057365,28600
1057385,0
1057395,0
1057435,6728
1057445,19200
1057455,0
1057475,31039
1057485,19140
1057495,0
1057505,44354
1057515,45304
1057525,64200
1057535,106200
1057545,0
1057585,50680
1057595,546
1057605,57736
1057625,26260
1057635,35468
1057645,9306
1057665,81567
1057685,7506
1057715,58290
1057725,20000
1057735,77730
1057745,16543
1057755,36512
1057775,20805
1057805,6676
1057865,46633
1057875,3740
1057895,1400
1057935,71017
1057945,35403
1057955,33029
1057965,258
1057975,19000
1057985,0
1057995,0
1058005,13000
1058015,13746
1058025,15902
1058045,546
1058065,19700
1058075,68600
1058085,0
1058105,0
1058145,14800
1058165,0
1058194,546
1058204,23289
1058214,3000
1058224,46944
1058234,0
1058244,16014
1058284,5460
1058304,546
1058325,110072
1058334,0
1058355,18513
1058394,91564
1058404,1092
1058424,25000
1058434,11000
1058464,0
1058474,20508
1058484,101109
1058494,139484
1058505,33800
1058514,-2408
1058544,-5000
1058554,56088
1058564,6000
1058574,0
1058594,3600
1058604,0
1058614,91000
1058624,7636
1058634,46939
1058654,0
1058664,26740
1058674,2034
1058704,24730
1058724,59200
1058734,0
1058754,74479
1058764,66936
1058784,11826
1058794,32576
1058824,0
1058834,31000
1058854,61537
1058874,6690
1058884,0
1058904,63628
1058925,0
1058944,0
1058954,728
1058964,63215
1058974,39029
1058984,10770
1059014,108617
1059024,31080
1059034,0
1059044,8388
1059064,0
1059085,88660
1059104,5700
1059114,12400
1059124,89948
1059134,51689
1059144,0
1059164,16471
1059184,0
1059214,12342
1059224,33544
1059244,38160
1059254,33586
1059274,0
1059285,59000
1059294,85968
1059304,0
1059314,24258
1059324,1000
1059344,4200
1059384,20909
1059404,3000
1059424,30161
1059434,12066
1059444,27099
1059454,5946
1059485,90000
1059494,21448
1059524,12000
1059534,0
1059544,73608
1059574,79943
1059604,57071
1059614,0
1059624,26442
1059634,76200
1059644,44450
1059654,51290
1059664,84002
1059674,34892
1059684,1900
1059694,67853
1059704,0
1059724,64200
1059744,40366
1059754,36464
1059764,96765
1059774,44674
1059784,15600
1059795,44500
1059834,271826
1059844,24000
1059854,25000
1059874,137635
1059884,15746
1059894,71701
1059904,112000
1059934,36050
1059944,20034
1059964,246
1059974,81959
1059984,12726
1059994,49046
1060004,9250
1060035,40000
1060044,402931
1060064,0
1060074,42078
1060084,0
1060095,0
1060104,39796
1060115,15147
1060124,12385
1060175,0
1060194,12204
1060204,50800
1060234,63735
1060244,30300
1060254,50000
1060274,-1200
1060284,-795
1060294,32835
1060314,80000
1060334,5646
1060354,15000
1060384,41000
1060394,20250
1060404,47224
1060414,90000
1060434,0
1060464,45333
1060494,40569
1060524,68000
1060534,42455
1060544,25981
1060584,59638
1060594,34628
1060604,7460
1060614,25000
1060634,41733
1060645,8696
1060664,18120
1060674,48021
1060714,75024
1060734,17742
1060744,0
1060754,6000
1060764,8874
1060774,27950
1060784,34000
1060794,29200
1060804,660
1060814,0
1060825,0
1060834,77884
1060844,4506
1060864,162123
1060884,18042
1060894,0
1060904,87576
1060935,12508
1060954,67871
1060964,0
1060974,15000
1061004,103077
1061024,10162
1061034,25146
1061044,52300
1061064,35586
1061074,72243
1061084,4602
1061094,17787
1061114,49290
1061125,91882
1061134,546
1061144,91290
1061185,64904
1061194,43559
1061234,23812
1061254,31390
1061264,0
1061274,44721
1061294,12928
1061304,17346
1061324,42640
1061334,13546
1061345,17500
1061354,0
1061364,7000
1061374,95000
1061404,43447
1061414,1092
1061424,0
1061434,12630
1061444,62667
1061455,63032
1061464,31420
1061474,43501
1061494,36000
1061514,42400
1061524,17188
1061544,12000
1061555,91583
1061564,39533
1061574,45866
1061584,9222
1061604,83100
1061624,10794
1061634,0
1061684,0
1061704,5187
1061714,31700
1061724,19241
1061734,0
1061745,36806
1061754,1092
1061794,0
1061804,42271
1061814,43421
1061834,8106
1061845,512
1061854,74800
1061864,10866
1061894,18960
1061934,31240
1061954,0
1061964,22817
1061974,43611
1061994,0
1062004,6195
1062014,7200
1062044,0
1062055,54375
1062064,22000
1062074,3600
1062084,55717
1062094,110000
1062154,0
1062164,66538
1062174,9541
1062184,8502
1062214,16027
1062224,546
1062234,3954
1062254,70000
1062264,46371
1062274,90520
1062295,101150
1062304,0
1062324,45843
1062334,0
1062344,51943
1062375,16250
1062404,202375
1062434,19746
1062444,50188
1062454,52970
1062464,546
1062475,18000
1062485,72232
1062494,62936
1062504,542
1062524,12162
1062534,23745
1062555,18110
1062584,22770
1062594,98900
1062604,26000
1062614,32612
1062654,65000
1062664,16076
1062674,46374
1062695,0
1062705,11636
1062714,12870
1062734,0
1062745,21320
1062754,60397
1062764,690
1062795,57768
1062814,119000
1062834,9154
1062854,74152
1062864,35346
1062874,2728
1062885,37532
1062894,3000
1062904,21000
1062914,0
1062944,28097
1062984,28768
1062994,25313
1063004,35561
1063035,0
1063044,25537
1063054,49413
1063074,27268
1063084,0
1063094,73600
1063104,38258
1063114,22886
1063124,22874
1063145,70000
1063154,16869
1063174,53927
1063184,11154
1063204,44213
1063224,28886
1063234,24000
1063244,7128
1063254,6400
1063274,0
1063334,0
1063344,0
1063354,59622
1063364,44000
1063374,30346
1063384,620
1063394,0
1063405,30000
1063425,17232
1063434,119456
1063454,1500
1063465,0
1063494,20974
1063504,0
1063514,217146
1063525,1092
1063544,-4200
1063554,99700
1063564,70306
1063575,41750
1063584,100000
1063595,43100
1063604,6322
1063614,46458
1063624,21466
1063634,63050
1063645,31579
1063654,25928
1063684,25092
1063704,48075
1063734,21200
1063744,0
1063775,15520
1063784,23000
1063804,20210
1063824,12210
1063834,29800
1063844,20202
1063854,14712
1063864,0
1063874,63177
1063894,0
1063904,12604
1063924,20172
1063944,48010
1063954,0
1063964,89302
1063974,106432
1063984,44541
1064004,16800
1064024,0
1064034,6873
1064044,15030
1064054,260039
1064064,82903
1064074,9257
1064084,13047
1064094,77856
1064114,0
1064124,16542
1064144,101609
1064154,31978
1064174,82590
1064184,70000
1064204,49534
1064234,21464
1064264,88356
1064274,30000
1064284,40558
1064304,26285
1064315,32225
1064334,4208
1064374,11937
1064385,60280
1064394,-7067
1064405,37625
1064414,32170
1064425,0
1064434,77450
1064445,29242
1064464,7370
1064474,41020
1064484,30164
1064494,78989
1064504,59227
1064514,41698
1064524,0
1064545,16239
1064554,3064
1064584,23757
1064595,0
1064614,10290
1064624,0
1064634,13668
1064644,4446
1064664,57910
1064675,5904
1064704,38000
1064714,0
1064724,4944
1064734,57418
1064744,47745
1064754,1190
1064774,28079
1064804,0
1064814,27658
1064834,12801
1064854,41000
1064864,20100
1064874,35875
1064885,0
1064895,58553
1064914,13152
1064924,24704
1064934,37102
1064944,546
1064954,64302
1064964,1200
1064974,128006
1064994,52700
1065014,39418
1065034,20000
1065044,84939
1065094,12414
1065105,39510
1065114,46146
1065124,0
1065134,13780
1065155,1092
1065164,0
1065174,41158
1065184,9243
1065214,60639
1065225,1540
1065254,24192
1065264,37931
1065284,39000
1065295,86500
1065314,31920
1065324,8800
1065344,15381
1065354,48992
1065364,29600
1065374,44562
1065404,54869
1065424,24000
1065434,28519
1065454,11614
1065464,62517
1065475,0
1065484,-3817
1065504,1092
1065524,78318
1065534,92937
1065544,0
1065564,9918
1065584,82256
1065594,40000
1065604,63689
1065614,79670
1065624,13235
1065654,0
1065664,42000
1065674,0
1065684,25500
1065704,40500
1065714,2100
1065734,65744
1065744,72082
1065764,82800
1065774,9546
1065794,38224
1065814,4627
1065825,0
1065835,73369
1065845,52974
1065904,59637
1065914,33040
1065924,546
1065965,54476
1065974,11379
1065994,8640
1066014,20506
1066025,13286
1066044,39250
1066065,0
1066094,81675
1066114,546
1066134,0
1066144,546
1066154,13074
1066164,42000
1066184,0
1066204,45561
1066224,16032
1066244,21181
1066254,0
1066264,-802
1066274,8946
1066284,62761
1066304,33363
1066314,0
1066354,68724
1066364,47569
1066384,10470
1066394,0
1066404,25564
1066414,8358
1066434,1825
1066464,33046
1066474,16746
1066494,23904
1066504,6426
1066514,0
1066524,31464
1066544,28534
1066554,40000
1066574,26985
1066584,-125
1066594,19440
1066604,47300
1066614,15682
1066624,17064
1066634,27274
1066645,101000
1066654,81762
1066664,19000
1066674,40115
1066704,0
1066714,26242
1066774,32215
1066794,34528
1066824,56717
1066834,0
1066844,16800
1066855,18000
1066884,24615
1066894,37210
1066924,16702
1066934,9350
1066944,40000
1066984,100000
1066994,29571
1067004,37569
1067024,32955
1067034,850
1067064,79146
1067084,12756
1067094,29883
1067114,87000
1067155,109916
1067174,72719
1067195,4376
1067204,9829
1067224,546
1067235,104650
1067244,98227
1067254,27100
1067264,37677
1067284,73937
1067294,51300
1067304,85932
1067314,105550
1067324,12104
1067344,0
1067354,440
1067374,0
1067414,0
1067424,11198
1067434,79000
1067444,56233
1067464,45479
1067484,73387
1067504,90000
1067514,68932
1067534,0
1067544,8400
1067574,83600
1067595,11160
1067604,8400
1067625,60500
1067644,46095
1067664,44113
1067674,26201
1067694,71806
1067704,10644
1067724,20603
1067744,53868
1067754,0
1067765,1092
1067774,42833
1067784,33540
1067804,1092
1067814,275709
1067824,26781
1067834,9000
1067844,54410
1067854,38000
1067884,32394
1067894,82920
1067904,0
1067924,22740
1067935,38400
1067954,0
1067964,313709
1067974,20268
1067994,11934
1068004,130013
1068024,21432
1068044,23000
1068064,53000
1068074,1000
1068084,50775
1068104,69786
1068114,140400
1068134,14012
1068154,7086
1068164,5064
1068174,0
1068184,75000
1068194,7746
1068204,93269
1068214,10002
1068224,0
1068234,52621
1068244,76004
1068264,23817
1068274,97000
1068284,1965
1068305,45000
1068315,30520
1068324,68000
1068334,22746
1068354,28620
1068364,700
1068384,43500
1068394,344886
1068404,0
1068414,0
1068424,51984
1068435,0
1068445,73770
1068454,55304
1068484,113746
1068495,29840
1068504,11240
1068514,546
1068524,0
1068564,139500
1068584,46000
1068594,71962
1068624,20670
1068654,91105
1068664,0
1068674,73229
1068684,12525
1068694,61800
1068704,75000
1068714,66564
1068734,89700
1068744,71947
1068754,114817
1068764,0
1068774,0
1068784,15010
1068794,32300
1068824,17890
1068844,0
1068864,23500
1068874,32262
1068894,0
1068904,60400
1068914,0
1068924,333886
1068934,2927
1068944,17007
1068954,30000
1068964,15954
1068974,0
1068994,35350
1069004,-174
1069014,28000
1069024,12321
1069034,21850
1069044,5950
1069054,56926
1069064,546
1069084,20229
1069094,38769
1069114,21000
1069135,33209
1069144,45000
1069155,19213
1069165,20000
1069174,23966
1069184,546
1069194,32618
1069204,1092
1069214,68342
1069234,26000
1069254,77398
1069264,10290
1069274,47000
1069334,36000
1069374,110000
1069384,31133
1069395,32026
1069404,151000
1069415,11224
1069434,62382
1069464,12626
1069475,1092
1069484,16139
1069494,26986
1069524,12090
1069534,41146
1069545,0
1069554,53000
1069564,14148
1069574,10940
1069584,11394
1069594,129625
1069604,5644
1069615,13042
1069624,70250
1069664,17886
1069674,32367
1069694,34399
1069704,29250
1069724,24546
1069734,0
1069744,0
1069764,0
1069774,61800
1069785,0
1069794,35500
1069804,80000
1069824,18885
1069844,22937
1069854,-124
1069864,0
1069874,26500
1069884,65000
1069894,26456
1069904,1092
1069924,12171
1069944,70682
1069955,27050
1069974,910
1069984,67100
1069994,187735
1070004,0
1070014,14652
1070024,38500
1070034,134546
1070044,36191
1070054,0
1070064,49777
1070074,23597
1070094,21600
1070104,0
1070124,0
1070154,4010
1070164,1
1070174,14175
1070194,50690
1070214,12990
1070244,10146
1070254,9727
1070264,0
1070284,20922
1070294,33995
1070325,9636
1070364,95200
1070374,0
1070384,72000
1070394,0
1070404,0
1070415,1092
1070434,0
1070444,37679
1070454,-53
1070464,65959
1070474,81273
1070484,29279
1070494,41931
1070524,16168
1070534,52806
1070554,0
1070574,44124
1070584,25900
1070604,10860
1070614,35761
1070634,25000
1070654,84472
1070674,50497
1070694,2500
1070705,28632
1070714,27814
1070744,15228
1070754,53360
1070764,27010
1070774,36215
1070784,0
1070794,35000
1070804,0
1070814,6930
1070834,18904
1070844,107127
1070854,25005
1070864,9764
1070874,32511
1070884,36700
1070894,35700
1070904,0
1070914,0
1070924,0
1070934,4952
1070944,17028
1070954,55000
1070974,6578
1071014,32019
1071025,0
1071034,81190
1071044,90208
1071054,19670
1071064,0
1071074,30622
1071084,49000
1071104,27795
1071114,76699
1071134,47448
1071144,9030
1071154,34082
1071164,22687
1071174,103820
1071184,24376
1071194,124000
1071204,11976
1071234,91
1071284,16900
1071294,22975
1071324,25276
1071344,46000
1071364,0
1071374,10891
1071384,10554
1071394,125000
1071404,75300
1071415,26444
1071434,0
1071444,15492
1071474,50200
1071484,21538
1071495,55464
1071524,97000
1071554,25150
1071564,0
1071584,0
1071594,32200
1071604,38000
1071634,5892
1071644,16363
1071654,8114
1071664,32000
1071674,0
1071684,50383
1071694,16818
1071704,0
1071734,52554
1071755,18216
1071774,46598
1071784,10146
1071794,0
1071814,32170
1071824,37100
1071834,19536
1071844,35400
1071875,64929
1071884,34282
1071894,546
1071924,22875
1071934,12504
1071944,0
1071954,16392
1071964,72081
1071974,0
1071994,0
1072004,37205
1072014,124604
1072024,28000
1072034,18312
1072054,35800
1072074,79230
1072084,28000
1072094,21436
1072104,9906
1072114,14600
1072134,36347
1072154,0
1072164,28271
1072174,69691
1072184,0
1072194,26580
1072204,59116
1072214,546
1072224,0
1072254,103244
1072264,16000
1072274,1623
1072284,35305
1072295,159869
1072314,103346
1072324,45795
1072344,23000
1072354,26165
1072364,47686
1072385,35000
1072394,33179
1072424,11010
1072454,104917
1072464,29514
1072485,-15000
1072494,3450
1072514,60400
1072524,0
1072544,10650
1072554,125433
1072564,87056
1072574,70693
1072594,-2344
1072604,21910
1072614,25400
1072624,6546
1072644,9558
1072654,14284
1072664,19476
1072674,22290
1072684,8268
1072694,3900
1072704,10824
1072724,52898
1072764,24730
1072774,73791
1072804,11587
1072814,8412
1072824,81564
1072834,51185
1072844,1550
1072864,29946
1072874,34875
1072904,38324
1072914,0
